Printout for SDDS file facet_noFF.mat

 ElementName        s             R16            T166           R56            T566     
                    m             m/1             m             m/1             m       
----------------------------------------------------------------------------------------
       _BEG_   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00 
           C   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00 
        B1LE   1.063090e+00   1.200675e-02  -1.200521e-02   9.040973e-05  -4.680550e-17 
       CB1LE   1.063090e+00   1.200675e-02  -1.200521e-02   9.040973e-05  -4.680550e-17 
    CSRD0001   4.929030e+00   9.935067e-02  -9.937142e-02   9.040973e-05   9.866891e-04 
    T202040T   4.929030e+00   9.935067e-02  -9.937142e-02   9.040973e-05   9.866891e-04 
    CSRD0002   5.533970e+00   1.130182e-01  -1.130424e-01   9.040973e-05   1.141086e-03 
    P202042T   5.533970e+00   1.130182e-01  -1.130424e-01   9.040973e-05   1.141086e-03 
    CSRD0003   5.873162e+00   1.206816e-01  -1.207078e-01   9.040973e-05   1.227656e-03 
         M1E   5.873162e+00   1.206816e-01  -1.207078e-01   9.040973e-05   1.227656e-03 
    CSRD0004   6.026445e+00   1.241448e-01  -1.241719e-01   9.040973e-05   1.266778e-03 
         Q1E   6.324545e+00   1.274114e-01  -1.239868e-01   9.040973e-05   1.291473e-03 
         Q1E   6.622645e+00   1.236852e-01  -1.100363e-01   9.040973e-05   1.321533e-03 
    CSRD0005   7.761545e+00   9.623018e-02  -3.132159e-02   9.040973e-05   1.652456e-03 
    CN202069   7.761545e+00   9.623018e-02  -3.132159e-02   9.040973e-05   1.652456e-03 
    CSRD0006   8.011545e+00   9.020354e-02  -1.404293e-02   9.040973e-05   1.725097e-03 
    CH202072   8.011545e+00   9.020354e-02  -1.404293e-02   9.040973e-05   1.725097e-03 
    CSRD0007   8.972445e+00   6.703953e-02   5.236934e-02   9.040973e-05   2.004299e-03 
    CV202082   8.972445e+00   6.703953e-02   5.236934e-02   9.040973e-05   2.004299e-03 
    CSRD0008   9.322445e+00   5.860223e-02   7.655947e-02   9.040973e-05   2.105997e-03 
    CH202085   9.322445e+00   5.860223e-02   7.655947e-02   9.040973e-05   2.105997e-03 
    CSRD0009   9.512445e+00   5.402198e-02   8.969125e-02   9.040973e-05   2.161204e-03 
        YC1E   9.642445e+00   5.088812e-02   9.867616e-02   9.040973e-05   2.198977e-03 
        YC1E   9.772445e+00   4.775427e-02   1.076611e-01   9.040973e-05   2.236750e-03 
    CSRD0010   9.886445e+00   4.500612e-02   1.155401e-01   9.040973e-05   2.269874e-03 
        XC1E   1.001645e+01   4.187226e-02   1.245250e-01   9.040973e-05   2.307648e-03 
        XC1E   1.014645e+01   3.873841e-02   1.335099e-01   9.040973e-05   2.345421e-03 
    CSRD0011   1.041400e+01   3.228869e-02   1.520016e-01   9.040973e-05   2.423161e-03 
         B2E   1.223890e+01  -4.163022e-02   3.080435e-01   7.994591e-05  -3.382011e-03 
       CB2LE   1.223890e+01  -4.163022e-02   3.080435e-01   7.994591e-05  -3.382011e-03 
      MSEP1E   1.223890e+01  -4.163022e-02   3.080435e-01   7.994591e-05  -3.382011e-03 
    CSRD0012   1.243250e+01  -5.264982e-02   3.277827e-01   7.994591e-05  -3.068396e-03 
         Q2E   1.293250e+01  -8.482813e-02   4.031570e-01   7.994591e-05  -2.027524e-03 
         Q2E   1.343250e+01  -1.271658e-01   5.370744e-01   7.994591e-05  -2.221517e-04 
    CSRD0013   1.362615e+01  -1.461359e-01   6.026930e-01   7.994591e-05   7.069792e-04 
         S1E   1.375115e+01  -1.583806e-01   6.442016e-01   7.994591e-05   1.306709e-03 
         S1E   1.387615e+01  -1.706252e-01   6.838270e-01   7.994591e-05   1.906440e-03 
    CSRD0014   1.412656e+01  -1.951550e-01   7.611241e-01   7.994591e-05   3.107877e-03 
         M3E   1.412656e+01  -1.951550e-01   7.611241e-01   7.994591e-05   3.107877e-03 
    CSRD0015   1.428375e+01  -2.105522e-01   8.096430e-01   7.994591e-05   3.862011e-03 
         Q3E   1.464085e+01  -2.380095e-01   8.837362e-01   7.994591e-05   4.945201e-03 
         Q3E   1.499795e+01  -2.493526e-01   8.819739e-01   7.994591e-05   5.157920e-03 
    CSRD0016   1.522735e+01  -2.512382e-01   8.559976e-01   7.994591e-05   5.165669e-03 
         Q3E   1.558445e+01  -2.456351e-01   7.785513e-01   7.994591e-05   5.243473e-03 
         Q3E   1.594155e+01  -2.234016e-01   6.318575e-01   7.994591e-05   5.965787e-03 
    CSRD0017   1.618242e+01  -2.030732e-01   5.118210e-01   7.994591e-05   6.823583e-03 
         S2E   1.656342e+01  -1.709191e-01   3.717145e-01   7.994591e-05   8.180386e-03 
         S2E   1.694442e+01  -1.387650e-01   3.105225e-01   7.994591e-05   9.537190e-03 
    CSRD0018   1.716331e+01  -1.202924e-01   2.926491e-01   7.994591e-05   1.031668e-02 
        XC2E   1.729331e+01  -1.093212e-01   2.820337e-01   7.994591e-05   1.077963e-02 
        XC2E   1.742331e+01  -9.834998e-02   2.714184e-01   7.994591e-05   1.124258e-02 
    CSRD0019   1.889790e+01   2.609632e-02   1.510087e-01   7.994591e-05   1.649384e-02 
         S3E   1.902290e+01   3.664555e-02   1.408375e-01   7.994591e-05   1.693898e-02 
         S3E   1.914790e+01   4.719479e-02   1.307770e-01   7.994591e-05   1.738413e-02 
    CSRD0020   1.938760e+01   6.742401e-02   1.116339e-01   7.994591e-05   1.823774e-02 
         Q4E   1.974470e+01   9.546149e-02   8.243887e-02   7.994591e-05   1.934073e-02 
         Q4E   2.010180e+01   1.183258e-01   5.392601e-02   7.994591e-05   2.007671e-02 
    CSRD0021   2.033120e+01   1.310695e-01   3.644789e-02   7.994591e-05   2.043068e-02 
         Q4E   2.068830e+01   1.471764e-01   1.221312e-02   7.994591e-05   2.080069e-02 
         Q4E   2.104539e+01   1.553076e-01  -4.744085e-03   7.994591e-05   2.090126e-02 
    CSRD0022   2.127479e+01   1.578508e-01  -1.296105e-02   7.994591e-05   2.091536e-02 
         Q4E   2.163189e+01   1.574968e-01  -2.099187e-02   7.994591e-05   2.092423e-02 
         Q4E   2.198899e+01   1.486080e-01  -1.938897e-02   7.994591e-05   2.104305e-02 
    CSRD0023   2.222869e+01   1.398594e-01  -1.515258e-02   7.994591e-05   2.120270e-02 
         M4E   2.222869e+01   1.398594e-01  -1.515258e-02   7.994591e-05   2.120270e-02 
       D6EA1   2.222869e+01   1.398594e-01  -1.515258e-02   7.994591e-05   2.120270e-02 
         S3E   2.235369e+01   1.352972e-01  -1.216586e-02   7.994591e-05   2.128595e-02 
         S3E   2.247869e+01   1.307350e-01  -7.691539e-03   7.994591e-05   2.136921e-02 
    CSRD0024   2.266627e+01   1.238888e-01   8.913431e-05   7.994591e-05   2.149415e-02 
        YC2E   2.273427e+01   1.214069e-01   2.909752e-03   7.994591e-05   2.153944e-02 
        YC2E   2.280227e+01   1.189250e-01   5.730369e-03   7.994591e-05   2.158473e-02 
    CSRD0025   2.295870e+01   1.132157e-01   1.221895e-02   7.994591e-05   2.168892e-02 
         Q5E   2.317290e+01   1.061460e-01   2.045765e-02   7.994591e-05   2.180601e-02 
         Q5E   2.338710e+01   1.005119e-01   2.753573e-02   7.994591e-05   2.188049e-02 
        DM5Q   2.338710e+01   1.005119e-01   2.753573e-02   7.994591e-05   2.188049e-02 
