Printout for SDDS file facet_noFF.mat

 ElementName        s             R16            T166           R56            T566     
                    m             m/1             m             m/1             m       
----------------------------------------------------------------------------------------
       _BEG_   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00 
           C   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00 
        B1LE   1.063090e+00   1.200675e-02  -1.200521e-02   9.040973e-05  -4.680550e-17 
       CB1LE   1.063090e+00   1.200675e-02  -1.200521e-02   9.040973e-05  -4.680550e-17 
    CSRD0001   4.929030e+00   9.935067e-02  -9.937142e-02   9.040973e-05   9.866891e-04 
    T202040T   4.929030e+00   9.935067e-02  -9.937142e-02   9.040973e-05   9.866891e-04 
    CSRD0002   5.533970e+00   1.130182e-01  -1.130424e-01   9.040973e-05   1.141086e-03 
    P202042T   5.533970e+00   1.130182e-01  -1.130424e-01   9.040973e-05   1.141086e-03 
    CSRD0003   5.873162e+00   1.206816e-01  -1.207078e-01   9.040973e-05   1.227656e-03 
         M1E   5.873162e+00   1.206816e-01  -1.207078e-01   9.040973e-05   1.227656e-03 
    CSRD0004   6.026445e+00   1.241448e-01  -1.241719e-01   9.040973e-05   1.266778e-03 
         Q1E   6.324545e+00   1.268020e-01  -1.227740e-01   9.040973e-05   1.288004e-03 
         Q1E   6.622645e+00   1.212772e-01  -1.053163e-01   9.040973e-05   1.348370e-03 
    CSRD0005   7.761545e+00   8.482818e-02  -9.343936e-03   9.040973e-05   1.931623e-03 
    CN202069   7.761545e+00   8.482818e-02  -9.343936e-03   9.040973e-05   1.931623e-03 
    CSRD0006   8.011545e+00   7.682725e-02   1.172297e-02   9.040973e-05   2.059652e-03 
    CH202072   8.011545e+00   7.682725e-02   1.172297e-02   9.040973e-05   2.059652e-03 
    CSRD0007   8.972445e+00   4.607488e-02   9.269574e-02   9.040973e-05   2.551748e-03 
    CV202082   8.972445e+00   4.607488e-02   9.269574e-02   9.040973e-05   2.551748e-03 
    CSRD0008   9.322445e+00   3.487357e-02   1.221894e-01   9.040973e-05   2.730989e-03 
    CH202085   9.322445e+00   3.487357e-02   1.221894e-01   9.040973e-05   2.730989e-03 
    CSRD0009   9.512445e+00   2.879287e-02   1.382003e-01   9.040973e-05   2.828292e-03 
        YC1E   9.642445e+00   2.463238e-02   1.491551e-01   9.040973e-05   2.894867e-03 
        YC1E   9.772445e+00   2.047190e-02   1.601098e-01   9.040973e-05   2.961443e-03 
    CSRD0010   9.886445e+00   1.682347e-02   1.697164e-01   9.040973e-05   3.019824e-03 
        XC1E   1.001645e+01   1.266299e-02   1.806712e-01   9.040973e-05   3.086400e-03 
        XC1E   1.014645e+01   8.502506e-03   1.916259e-01   9.040973e-05   3.152975e-03 
    CSRD0011   1.041400e+01  -6.009004e-05   2.141717e-01   9.040973e-05   3.289993e-03 
         B2E   1.223890e+01  -8.838791e-02   3.978040e-01   1.377800e-03  -4.367697e-03 
       CB2LE   1.223890e+01  -8.838791e-02   3.978040e-01   1.377800e-03  -4.367697e-03 
      MSEP1E   1.223890e+01  -8.838791e-02   3.978040e-01   1.377800e-03  -4.367697e-03 
    CSRD0012   1.243250e+01  -1.009364e-01   4.204790e-01   1.377800e-03  -3.961022e-03 
         Q2E   1.293250e+01  -1.400333e-01   5.121361e-01   1.377800e-03  -2.415810e-03 
         Q2E   1.343250e+01  -1.959011e-01   6.820649e-01   1.377800e-03   7.377547e-04 
    CSRD0013   1.362615e+01  -2.215725e-01   7.661035e-01   1.377800e-03   2.439279e-03 
         S1E   1.375115e+01  -2.381427e-01   8.184138e-01   1.377800e-03   3.537569e-03 
         S1E   1.387615e+01  -2.547129e-01   8.664672e-01   1.377800e-03   4.635859e-03 
    CSRD0014   1.412656e+01  -2.879080e-01   9.580664e-01   1.377800e-03   6.836060e-03 
         M3E   1.412656e+01  -2.879080e-01   9.580664e-01   1.377800e-03   6.836060e-03 
    CSRD0015   1.428375e+01  -3.087444e-01   1.015563e+00   1.377800e-03   8.217111e-03 
         Q3E   1.464085e+01  -3.459679e-01   1.103117e+00   1.377800e-03   1.020689e-02 
         Q3E   1.499795e+01  -3.616283e-01   1.100467e+00   1.377800e-03   1.060833e-02 
    CSRD0016   1.522735e+01  -3.644786e-01   1.069237e+00   1.377800e-03   1.062604e-02 
         Q3E   1.558445e+01  -3.575110e-01   9.764618e-01   1.377800e-03   1.075446e-02 
         Q3E   1.594155e+01  -3.282609e-01   8.006606e-01   1.377800e-03   1.200694e-02 
    CSRD0017   1.618242e+01  -3.013503e-01   6.566038e-01   1.377800e-03   1.351017e-02 
         S2E   1.656342e+01  -2.587850e-01   4.829460e-01   1.377800e-03   1.588786e-02 
         S2E   1.694442e+01  -2.162197e-01   3.976145e-01   1.377800e-03   1.826556e-02 
    CSRD0018   1.716331e+01  -1.917658e-01   3.686517e-01   1.377800e-03   1.963156e-02 
        XC2E   1.729331e+01  -1.772422e-01   3.514502e-01   1.377800e-03   2.044284e-02 
        XC2E   1.742331e+01  -1.627186e-01   3.342487e-01   1.377800e-03   2.125413e-02 
    CSRD0019   1.889790e+01   2.022447e-03   1.391321e-01   1.377800e-03   3.045656e-02 
         S3E   1.902290e+01   1.598744e-02   1.225945e-01   1.377800e-03   3.123665e-02 
         S3E   1.914790e+01   2.995244e-02   1.060806e-01   1.377800e-03   3.201673e-02 
    CSRD0020   1.938760e+01   5.673171e-02   7.446501e-02   1.377800e-03   3.351262e-02 
         Q4E   1.974470e+01   9.446662e-02   2.770368e-02   1.377800e-03   3.550896e-02 
         Q4E   2.010180e+01   1.263756e-01  -1.497038e-02   1.377800e-03   3.694013e-02 
    CSRD0021   2.033120e+01   1.445577e-01  -4.004205e-02   1.377800e-03   3.766068e-02 
         Q4E   2.068830e+01   1.681122e-01  -7.270848e-02   1.377800e-03   3.844862e-02 
         Q4E   2.104539e+01   1.812989e-01  -9.057666e-02   1.377800e-03   3.870595e-02 
    CSRD0022   2.127479e+01   1.862295e-01  -9.680290e-02   1.377800e-03   3.875893e-02 
         Q4E   2.163189e+01   1.880831e-01  -9.761859e-02   1.377800e-03   3.877965e-02 
         Q4E   2.198899e+01   1.783373e-01  -8.087451e-02   1.377800e-03   3.892788e-02 
    CSRD0023   2.222869e+01   1.679977e-01  -6.400917e-02   1.377800e-03   3.915088e-02 
         M4E   2.222869e+01   1.679977e-01  -6.400917e-02   1.377800e-03   3.915088e-02 
       D6EA1   2.222869e+01   1.679977e-01  -6.400917e-02   1.377800e-03   3.915088e-02 
         S3E   2.235369e+01   1.626058e-01  -5.407572e-02   1.377800e-03   3.926717e-02 
         S3E   2.247869e+01   1.572139e-01  -4.196259e-02   1.377800e-03   3.938346e-02 
    CSRD0024   2.266627e+01   1.491226e-01  -2.222158e-02   1.377800e-03   3.955797e-02 
        YC2E   2.273427e+01   1.461894e-01  -1.506515e-02   1.377800e-03   3.962123e-02 
        YC2E   2.280227e+01   1.432562e-01  -7.908721e-03   1.377800e-03   3.968450e-02 
    CSRD0025   2.295870e+01   1.365086e-01   8.554011e-03   1.377800e-03   3.983003e-02 
         Q5E   2.317290e+01   1.282198e-01   3.025925e-02   1.377800e-03   3.999109e-02 
         Q5E   2.338710e+01   1.217585e-01   5.056615e-02   1.377800e-03   4.008915e-02 
        DM5Q   2.338710e+01   1.217585e-01   5.056615e-02   1.377800e-03   4.008915e-02 
