Printout for SDDS file facet_noFF.mat

 ElementName        s             R16            T166           R56            T566     
                    m             m/1             m             m/1             m       
----------------------------------------------------------------------------------------
       _BEG_   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00 
           C   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00 
        B1LE   1.063090e+00   1.200675e-02  -1.200521e-02   9.040973e-05  -4.680550e-17 
       CB1LE   1.063090e+00   1.200675e-02  -1.200521e-02   9.040973e-05  -4.680550e-17 
    CSRD0001   4.929030e+00   9.935067e-02  -9.937142e-02   9.040973e-05   9.866891e-04 
    T202040T   4.929030e+00   9.935067e-02  -9.937142e-02   9.040973e-05   9.866891e-04 
    CSRD0002   5.533970e+00   1.130182e-01  -1.130424e-01   9.040973e-05   1.141086e-03 
    P202042T   5.533970e+00   1.130182e-01  -1.130424e-01   9.040973e-05   1.141086e-03 
    CSRD0003   5.873162e+00   1.206816e-01  -1.207078e-01   9.040973e-05   1.227656e-03 
         M1E   5.873162e+00   1.206816e-01  -1.207078e-01   9.040973e-05   1.227656e-03 
    CSRD0004   6.026445e+00   1.241448e-01  -1.241719e-01   9.040973e-05   1.266778e-03 
         Q1E   6.324545e+00   1.271706e-01  -1.235074e-01   9.040973e-05   1.289904e-03 
         Q1E   6.622645e+00   1.227323e-01  -1.081666e-01   9.040973e-05   1.330626e-03 
    CSRD0005   7.761545e+00   9.171101e-02  -2.259406e-02   9.040973e-05   1.753104e-03 
    CN202069   7.761545e+00   9.171101e-02  -2.259406e-02   9.040973e-05   1.753104e-03 
    CSRD0006   8.011545e+00   8.490152e-02  -3.810029e-03   9.040973e-05   1.845843e-03 
    CH202072   8.011545e+00   8.490152e-02  -3.810029e-03   9.040973e-05   1.845843e-03 
    CSRD0007   8.972445e+00   5.872858e-02   6.838829e-02   9.040973e-05   2.202291e-03 
    CV202082   8.972445e+00   5.872858e-02   6.838829e-02   9.040973e-05   2.202291e-03 
    CSRD0008   9.322445e+00   4.919530e-02   9.468594e-02   9.040973e-05   2.332125e-03 
    CH202085   9.322445e+00   4.919530e-02   9.468594e-02   9.040973e-05   2.332125e-03 
    CSRD0009   9.512445e+00   4.402009e-02   1.089618e-01   9.040973e-05   2.402606e-03 
        YC1E   9.642445e+00   4.047915e-02   1.187295e-01   9.040973e-05   2.450830e-03 
        YC1E   9.772445e+00   3.693822e-02   1.284972e-01   9.040973e-05   2.499053e-03 
    CSRD0010   9.886445e+00   3.383309e-02   1.370627e-01   9.040973e-05   2.541342e-03 
        XC1E   1.001645e+01   3.029216e-02   1.468304e-01   9.040973e-05   2.589566e-03 
        XC1E   1.014645e+01   2.675123e-02   1.565981e-01   9.040973e-05   2.637790e-03 
    CSRD0011   1.041400e+01   1.946372e-02   1.767008e-01   9.040973e-05   2.737038e-03 
         B2E   1.223890e+01  -6.016860e-02   3.437088e-01   5.945065e-04  -3.818291e-03 
       CB2LE   1.223890e+01  -6.016860e-02   3.437088e-01   5.945065e-04  -3.818291e-03 
      MSEP1E   1.223890e+01  -6.016860e-02   3.437088e-01   5.945065e-04  -3.818291e-03 
    CSRD0012   1.243250e+01  -7.179444e-02   3.646146e-01   5.945065e-04  -3.469220e-03 
         Q2E   1.293250e+01  -1.067160e-01   4.464563e-01   5.945065e-04  -2.240564e-03 
         Q2E   1.343250e+01  -1.544182e-01   5.946741e-01   5.945065e-04   5.449847e-05 
    CSRD0013   1.362615e+01  -1.760453e-01   6.676070e-01   5.945065e-04   1.262131e-03 
         S1E   1.375115e+01  -1.900050e-01   7.134803e-01   5.945065e-04   2.041627e-03 
         S1E   1.387615e+01  -2.039648e-01   7.566920e-01   5.945065e-04   2.821124e-03 
    CSRD0014   1.412656e+01  -2.319302e-01   8.403262e-01   5.945065e-04   4.382685e-03 
         M3E   1.412656e+01  -2.319302e-01   8.403262e-01   5.945065e-04   4.382685e-03 
    CSRD0015   1.428375e+01  -2.494840e-01   8.928228e-01   5.945065e-04   5.362867e-03 
         Q3E   1.464085e+01  -2.808081e-01   9.732148e-01   5.945065e-04   6.772346e-03 
         Q3E   1.499795e+01  -2.938481e-01   9.720538e-01   5.945065e-04   7.052268e-03 
    CSRD0016   1.522735e+01  -2.961039e-01   9.445921e-01   5.945065e-04   7.063359e-03 
         Q3E   1.558445e+01  -2.899372e-01   8.619304e-01   5.945065e-04   7.160114e-03 
         Q3E   1.594155e+01  -2.648918e-01   7.043706e-01   5.945065e-04   8.077397e-03 
    CSRD0017   1.618242e+01  -2.419312e-01   5.751842e-01   5.945065e-04   9.171723e-03 
         S2E   1.656342e+01  -2.056136e-01   4.184229e-01   5.945065e-04   1.090266e-02 
         S2E   1.694442e+01  -1.692959e-01   3.381133e-01   5.945065e-04   1.263359e-02 
    CSRD0018   1.716331e+01  -1.484313e-01   3.090180e-01   5.945065e-04   1.362801e-02 
        XC2E   1.729331e+01  -1.360395e-01   2.917379e-01   5.945065e-04   1.421862e-02 
        XC2E   1.742331e+01  -1.236476e-01   2.744577e-01   5.945065e-04   1.480923e-02 
    CSRD0019   1.889790e+01   1.691296e-02   7.844878e-02   5.945065e-04   2.150848e-02 
         S3E   1.902290e+01   2.882819e-02   6.184697e-02   5.945065e-04   2.207637e-02 
         S3E   1.914790e+01   4.074342e-02   4.529811e-02   5.945065e-04   2.264426e-02 
    CSRD0020   1.938760e+01   6.359207e-02   1.364477e-02   5.945065e-04   2.373325e-02 
         Q4E   1.974470e+01   9.548668e-02  -3.131634e-02   5.945065e-04   2.516007e-02 
         Q4E   2.010180e+01   1.219170e-01  -6.904728e-02   5.945065e-04   2.614279e-02 
    CSRD0021   2.033120e+01   1.367970e-01  -9.012944e-02   5.945065e-04   2.662538e-02 
         Q4E   2.068830e+01   1.558248e-01  -1.159389e-01   5.945065e-04   2.714068e-02 
         Q4E   2.104539e+01   1.659355e-01  -1.262392e-01   5.945065e-04   2.729391e-02 
    CSRD0022   2.127479e+01   1.694137e-01  -1.275460e-01   5.945065e-04   2.732028e-02 
         Q4E   2.163189e+01   1.699290e-01  -1.210355e-01   5.945065e-04   2.733189e-02 
         Q4E   2.198899e+01   1.607201e-01  -9.792113e-02   5.945065e-04   2.746130e-02 
    CSRD0023   2.222869e+01   1.513624e-01  -7.716562e-02   5.945065e-04   2.764395e-02 
         M4E   2.222869e+01   1.513624e-01  -7.716562e-02   5.945065e-04   2.764395e-02 
       D6EA1   2.222869e+01   1.513624e-01  -7.716562e-02   5.945065e-04   2.764395e-02 
         S3E   2.235369e+01   1.464826e-01  -6.564757e-02   5.945065e-04   2.773921e-02 
         S3E   2.247869e+01   1.416027e-01  -5.280033e-02   5.945065e-04   2.783446e-02 
    CSRD0024   2.266627e+01   1.342798e-01  -3.256808e-02   5.945065e-04   2.797740e-02 
        YC2E   2.273427e+01   1.316252e-01  -2.523356e-02   5.945065e-04   2.802921e-02 
        YC2E   2.280227e+01   1.289705e-01  -1.789905e-02   5.945065e-04   2.808103e-02 
    CSRD0025   2.295870e+01   1.228637e-01  -1.026648e-03   5.945065e-04   2.820023e-02 
         Q5E   2.317290e+01   1.153316e-01   2.129225e-02   5.945065e-04   2.833319e-02 
         Q5E   2.338710e+01   1.093937e-01   4.230933e-02   5.945065e-04   2.841596e-02 
        DM5Q   2.338710e+01   1.093937e-01   4.230933e-02   5.945065e-04   2.841596e-02 
