Printout for SDDS file facet_noFF.mat

 ElementName        s             R16            T166           R56            T566     
                    m             m/1             m             m/1             m       
----------------------------------------------------------------------------------------
       _BEG_   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00 
           C   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00 
        B1LE   1.063090e+00   1.200675e-02  -1.200521e-02   9.040973e-05  -4.680550e-17 
       CB1LE   1.063090e+00   1.200675e-02  -1.200521e-02   9.040973e-05  -4.680550e-17 
    CSRD0001   4.929030e+00   9.935067e-02  -9.937142e-02   9.040973e-05   9.866891e-04 
    T202040T   4.929030e+00   9.935067e-02  -9.937142e-02   9.040973e-05   9.866891e-04 
    CSRD0002   5.533970e+00   1.130182e-01  -1.130424e-01   9.040973e-05   1.141086e-03 
    P202042T   5.533970e+00   1.130182e-01  -1.130424e-01   9.040973e-05   1.141086e-03 
    CSRD0003   5.873162e+00   1.206816e-01  -1.207078e-01   9.040973e-05   1.227656e-03 
         M1E   5.873162e+00   1.206816e-01  -1.207078e-01   9.040973e-05   1.227656e-03 
    CSRD0004   6.026445e+00   1.241448e-01  -1.241719e-01   9.040973e-05   1.266778e-03 
         Q1E   6.324545e+00   1.272513e-01  -1.236681e-01   9.040973e-05   1.290401e-03 
         Q1E   6.622645e+00   1.230514e-01  -1.087925e-01   9.040973e-05   1.327358e-03 
    CSRD0005   7.761545e+00   9.322355e-02  -2.551270e-02   9.040973e-05   1.717955e-03 
    CN202069   7.761545e+00   9.322355e-02  -2.551270e-02   9.040973e-05   1.717955e-03 
    CSRD0006   8.011545e+00   8.667603e-02  -7.231935e-03   9.040973e-05   1.803695e-03 
    CH202072   8.011545e+00   8.667603e-02  -7.231935e-03   9.040973e-05   1.803695e-03 
    CSRD0007   8.972445e+00   6.150998e-02   6.303200e-02   9.040973e-05   2.133246e-03 
    CV202082   8.972445e+00   6.150998e-02   6.303200e-02   9.040973e-05   2.133246e-03 
    CSRD0008   9.322445e+00   5.234345e-02   8.862506e-02   9.040973e-05   2.253282e-03 
    CH202085   9.322445e+00   5.234345e-02   8.862506e-02   9.040973e-05   2.253282e-03 
    CSRD0009   9.512445e+00   4.736733e-02   1.025184e-01   9.040973e-05   2.318444e-03 
        YC1E   9.642445e+00   4.396262e-02   1.120244e-01   9.040973e-05   2.363029e-03 
        YC1E   9.772445e+00   4.055791e-02   1.215304e-01   9.040973e-05   2.407614e-03 
    CSRD0010   9.886445e+00   3.757224e-02   1.298665e-01   9.040973e-05   2.446712e-03 
        XC1E   1.001645e+01   3.416753e-02   1.393725e-01   9.040973e-05   2.491296e-03 
        XC1E   1.014645e+01   3.076281e-02   1.488785e-01   9.040973e-05   2.535881e-03 
    CSRD0011   1.041400e+01   2.375566e-02   1.684425e-01   9.040973e-05   2.627640e-03 
         B2E   1.223890e+01  -5.396477e-02   3.317847e-01   4.223084e-04  -3.678941e-03 
       CB2LE   1.223890e+01  -5.396477e-02   3.317847e-01   4.223084e-04  -3.678941e-03 
      MSEP1E   1.223890e+01  -5.396477e-02   3.317847e-01   4.223084e-04  -3.678941e-03 
    CSRD0012   1.243250e+01  -6.538773e-02   3.523005e-01   4.223084e-04  -3.341947e-03 
         Q2E   1.293250e+01  -9.939129e-02   4.319796e-01   4.223084e-04  -2.177913e-03 
         Q2E   1.343250e+01  -1.452983e-01   5.754150e-01   4.223084e-04  -5.328407e-05 
    CSRD0013   1.362615e+01  -1.660363e-01   6.459018e-01   4.223084e-04   1.057091e-03 
         S1E   1.375115e+01  -1.794221e-01   6.903380e-01   4.223084e-04   1.773810e-03 
         S1E   1.387615e+01  -1.928079e-01   7.324222e-01   4.223084e-04   2.490529e-03 
    CSRD0014   1.412656e+01  -2.196236e-01   8.141349e-01   4.223084e-04   3.926330e-03 
         M3E   1.412656e+01  -2.196236e-01   8.141349e-01   4.223084e-04   3.926330e-03 
    CSRD0015   1.428375e+01  -2.364556e-01   8.654255e-01   4.223084e-04   4.827572e-03 
         Q3E   1.464085e+01  -2.664831e-01   9.439814e-01   4.223084e-04   6.122882e-03 
         Q3E   1.499795e+01  -2.789474e-01   9.428558e-01   4.223084e-04   6.379033e-03 
    CSRD0016   1.522735e+01  -2.810726e-01   9.160284e-01   4.223084e-04   6.388878e-03 
         Q3E   1.558445e+01  -2.750821e-01   8.352928e-01   4.223084e-04   6.479284e-03 
         Q3E   1.594155e+01  -2.509616e-01   6.814754e-01   4.223084e-04   7.329832e-03 
    CSRD0017   1.618242e+01  -2.288699e-01   5.553947e-01   4.223084e-04   8.342895e-03 
         S2E   1.656342e+01  -1.939267e-01   4.011701e-01   4.223084e-04   9.945289e-03 
         S2E   1.694442e+01  -1.589835e-01   3.192839e-01   4.223084e-04   1.154768e-02 
    CSRD0018   1.716331e+01  -1.389085e-01   2.882776e-01   4.223084e-04   1.246827e-02 
        XC2E   1.729331e+01  -1.269857e-01   2.698624e-01   4.223084e-04   1.301501e-02 
        XC2E   1.742331e+01  -1.150628e-01   2.514473e-01   4.223084e-04   1.356176e-02 
    CSRD0019   1.889790e+01   2.017813e-02   4.256435e-02   4.223084e-04   1.976353e-02 
         S3E   1.902290e+01   3.164243e-02   2.487261e-02   4.223084e-04   2.028925e-02 
         S3E   1.914790e+01   4.310672e-02   7.233947e-03   4.223084e-04   2.081497e-02 
    CSRD0020   1.938760e+01   6.509065e-02  -2.651282e-02   4.223084e-04   2.182309e-02 
         Q4E   1.974470e+01   9.570490e-02  -7.344348e-02   4.223084e-04   2.313781e-02 
         Q4E   2.010180e+01   1.209392e-01  -1.108910e-01   4.223084e-04   2.403382e-02 
    CSRD0021   2.033120e+01   1.350989e-01  -1.310937e-01   4.223084e-04   2.447082e-02 
         Q4E   2.068830e+01   1.531367e-01  -1.545771e-01   4.223084e-04   2.493421e-02 
         Q4E   2.104539e+01   1.625661e-01  -1.608032e-01   4.223084e-04   2.506808e-02 
    CSRD0022   2.127479e+01   1.657178e-01  -1.589905e-01   4.223084e-04   2.508973e-02 
         Q4E   2.163189e+01   1.659201e-01  -1.470446e-01   4.223084e-04   2.510014e-02 
         Q4E   2.198899e+01   1.567953e-01  -1.175495e-01   4.223084e-04   2.522652e-02 
    CSRD0023   2.222869e+01   1.476262e-01  -9.226611e-02   4.223084e-04   2.540189e-02 
         M4E   2.222869e+01   1.476262e-01  -9.226611e-02   4.223084e-04   2.540189e-02 
       D6EA1   2.222869e+01   1.476262e-01  -9.226611e-02   4.223084e-04   2.540189e-02 
         S3E   2.235369e+01   1.428446e-01  -7.852794e-02   4.223084e-04   2.549335e-02 
         S3E   2.247869e+01   1.380630e-01  -6.373095e-02   4.223084e-04   2.558480e-02 
    CSRD0024   2.266627e+01   1.308876e-01  -4.076693e-02   4.223084e-04   2.572204e-02 
        YC2E   2.273427e+01   1.282865e-01  -3.244211e-02   4.223084e-04   2.577179e-02 
        YC2E   2.280227e+01   1.256853e-01  -2.411728e-02   4.223084e-04   2.582154e-02 
    CSRD0025   2.295870e+01   1.197015e-01  -4.966766e-03   4.223084e-04   2.593599e-02 
         Q5E   2.317290e+01   1.123158e-01   2.047350e-02   4.223084e-04   2.606382e-02 
         Q5E   2.338710e+01   1.064818e-01   4.464309e-02   4.223084e-04   2.614371e-02 
        DM5Q   2.338710e+01   1.064818e-01   4.464309e-02   4.223084e-04   2.614371e-02 
