Printout for SDDS file facet_noFF.mat

 ElementName        s             R16            T166           R56            T566     
                    m             m/1             m             m/1             m       
----------------------------------------------------------------------------------------
       _BEG_   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00 
           C   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00 
        B1LE   1.063090e+00   1.200675e-02  -1.200521e-02   9.040973e-05  -4.680550e-17 
       CB1LE   1.063090e+00   1.200675e-02  -1.200521e-02   9.040973e-05  -4.680550e-17 
    CSRD0001   4.929030e+00   9.935067e-02  -9.937142e-02   9.040973e-05   9.866891e-04 
    T202040T   4.929030e+00   9.935067e-02  -9.937142e-02   9.040973e-05   9.866891e-04 
    CSRD0002   5.533970e+00   1.130182e-01  -1.130424e-01   9.040973e-05   1.141086e-03 
    P202042T   5.533970e+00   1.130182e-01  -1.130424e-01   9.040973e-05   1.141086e-03 
    CSRD0003   5.873162e+00   1.206816e-01  -1.207078e-01   9.040973e-05   1.227656e-03 
         M1E   5.873162e+00   1.206816e-01  -1.207078e-01   9.040973e-05   1.227656e-03 
    CSRD0004   6.026445e+00   1.241448e-01  -1.241719e-01   9.040973e-05   1.266778e-03 
         Q1E   6.324545e+00   1.276089e-01  -1.243801e-01   9.040973e-05   1.292953e-03 
         Q1E   6.622645e+00   1.244681e-01  -1.115744e-01   9.040973e-05   1.315561e-03 
    CSRD0005   7.761545e+00   9.995058e-02  -3.852277e-02   9.040973e-05   1.579460e-03 
    CN202069   7.761545e+00   9.995058e-02  -3.852277e-02   9.040973e-05   1.579460e-03 
    CSRD0006   8.011545e+00   9.456873e-02  -2.248720e-02   9.040973e-05   1.637389e-03 
    CH202072   8.011545e+00   9.456873e-02  -2.248720e-02   9.040973e-05   1.637389e-03 
    CSRD0007   8.972445e+00   7.388307e-02   3.914711e-02   9.040973e-05   1.860043e-03 
    CV202082   8.972445e+00   7.388307e-02   3.914711e-02   9.040973e-05   1.860043e-03 
    CSRD0008   9.322445e+00   6.634848e-02   6.159690e-02   9.040973e-05   1.941143e-03 
    CH202085   9.322445e+00   6.634848e-02   6.159690e-02   9.040973e-05   1.941143e-03 
    CSRD0009   9.512445e+00   6.225828e-02   7.378393e-02   9.040973e-05   1.985169e-03 
        YC1E   9.642445e+00   5.945972e-02   8.212243e-02   9.040973e-05   2.015292e-03 
        YC1E   9.772445e+00   5.666116e-02   9.046092e-02   9.040973e-05   2.045414e-03 
    CSRD0010   9.886445e+00   5.420703e-02   9.777314e-02   9.040973e-05   2.071830e-03 
        XC1E   1.001645e+01   5.140847e-02   1.061116e-01   9.040973e-05   2.101953e-03 
        XC1E   1.014645e+01   4.860991e-02   1.144501e-01   9.040973e-05   2.132075e-03 
    CSRD0011   1.041400e+01   4.285026e-02   1.316114e-01   9.040973e-05   2.194071e-03 
         B2E   1.223890e+01  -2.636273e-02   2.785955e-01  -3.438165e-04  -2.977855e-03 
       CB2LE   1.223890e+01  -2.636273e-02   2.785955e-01  -3.438165e-04  -2.977855e-03 
      MSEP1E   1.223890e+01  -2.636273e-02   2.785955e-01  -3.438165e-04  -2.977855e-03 
    CSRD0012   1.243250e+01  -3.688300e-02   2.973714e-01  -3.438165e-04  -2.692018e-03 
         Q2E   1.293250e+01  -6.680194e-02   3.674081e-01  -3.438165e-04  -1.793781e-03 
         Q2E   1.343250e+01  -1.047213e-01   4.895263e-01  -3.438165e-04  -3.474545e-04 
    CSRD0013   1.362615e+01  -1.215031e-01   5.491101e-01  -3.438165e-04   3.796802e-04 
         S1E   1.375115e+01  -1.323353e-01   5.867686e-01  -3.438165e-04   8.490271e-04 
         S1E   1.387615e+01  -1.431675e-01   6.226328e-01  -3.438165e-04   1.318374e-03 
    CSRD0014   1.412656e+01  -1.648676e-01   6.924822e-01  -3.438165e-04   2.258615e-03 
         M3E   1.412656e+01  -1.648676e-01   6.924822e-01  -3.438165e-04   2.258615e-03 
    CSRD0015   1.428375e+01  -1.784887e-01   7.363263e-01  -3.438165e-04   2.848798e-03 
         Q3E   1.464085e+01  -2.027755e-01   8.021766e-01  -3.438165e-04   3.696343e-03 
         Q3E   1.499795e+01  -2.127616e-01   7.972372e-01  -3.438165e-04   3.861686e-03 
    CSRD0016   1.522735e+01  -2.143761e-01   7.709225e-01  -3.438165e-04   3.867367e-03 
         Q3E   1.558445e+01  -2.093002e-01   6.957129e-01  -3.438165e-04   3.930174e-03 
         Q3E   1.594155e+01  -1.894634e-01   5.567645e-01  -3.438165e-04   4.504822e-03 
    CSRD0017   1.618242e+01  -1.713631e-01   4.437728e-01  -3.438165e-04   5.184888e-03 
         S2E   1.656342e+01  -1.427332e-01   3.002717e-01  -3.438165e-04   6.260571e-03 
         S2E   1.694442e+01  -1.141033e-01   2.118482e-01  -3.438165e-04   7.336253e-03 
    CSRD0018   1.716331e+01  -9.765535e-02   1.728773e-01  -3.438165e-04   7.954237e-03 
        XC2E   1.729331e+01  -8.788662e-02   1.497319e-01  -3.438165e-04   8.321268e-03 
        XC2E   1.742331e+01  -7.811789e-02   1.265864e-01  -3.438165e-04   8.688299e-03 
    CSRD0019   1.889790e+01   3.268869e-02  -1.359522e-01  -3.438165e-04   1.285153e-02 
         S3E   1.902290e+01   4.208170e-02  -1.582074e-01  -3.438165e-04   1.320444e-02 
         S3E   1.914790e+01   5.147470e-02  -1.804627e-01  -3.438165e-04   1.355735e-02 
    CSRD0020   1.938760e+01   6.948673e-02  -2.231393e-01  -3.438165e-04   1.423410e-02 
         Q4E   1.974470e+01   9.429382e-02  -2.783858e-01  -3.438165e-04   1.509789e-02 
         Q4E   2.010180e+01   1.142283e-01  -3.143953e-01  -3.438165e-04   1.565775e-02 
    CSRD0021   2.033120e+01   1.252332e-01  -3.306567e-01  -3.438165e-04   1.592171e-02 
         Q4E   2.068830e+01   1.389807e-01  -3.438396e-01  -3.438165e-04   1.619188e-02 
         Q4E   2.104539e+01   1.455464e-01  -3.321041e-01  -3.438165e-04   1.625866e-02 
    CSRD0022   2.127479e+01   1.473641e-01  -3.165291e-01  -3.438165e-04   1.626587e-02 
         Q4E   2.163189e+01   1.463619e-01  -2.804994e-01  -3.438165e-04   1.627412e-02 
         Q4E   2.198899e+01   1.377964e-01  -2.224447e-01  -3.438165e-04   1.638326e-02 
    CSRD0023   2.222869e+01   1.295863e-01  -1.767740e-01  -3.438165e-04   1.652386e-02 
         M4E   2.222869e+01   1.295863e-01  -1.767740e-01  -3.438165e-04   1.652386e-02 
       D6EA1   2.222869e+01   1.295863e-01  -1.767740e-01  -3.438165e-04   1.652386e-02 
         S3E   2.235369e+01   1.253048e-01  -1.529574e-01  -3.438165e-04   1.659719e-02 
         S3E   2.247869e+01   1.210234e-01  -1.291409e-01  -3.438165e-04   1.667051e-02 
    CSRD0024   2.266627e+01   1.145985e-01  -9.340113e-02  -3.438165e-04   1.678054e-02 
        YC2E   2.273427e+01   1.122694e-01  -8.044491e-02  -3.438165e-04   1.682043e-02 
        YC2E   2.280227e+01   1.099403e-01  -6.748869e-02  -3.438165e-04   1.686032e-02 
    CSRD0025   2.295870e+01   1.045824e-01  -3.768405e-02  -3.438165e-04   1.695208e-02 
         Q5E   2.317290e+01   9.792407e-02   2.288928e-03  -3.438165e-04   1.705591e-02 
         Q5E   2.338710e+01   9.256655e-02   4.099008e-02  -3.438165e-04   1.712322e-02 
