Printout for SDDS file facet_noFF.mat

 ElementName        s             R16            T166           R56            T566     
                    m             m/1             m             m/1             m       
----------------------------------------------------------------------------------------
       _BEG_   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00 
           C   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00 
        B1LE   1.063090e+00   1.200675e-02  -1.200521e-02   9.040973e-05  -4.680550e-17 
       CB1LE   1.063090e+00   1.200675e-02  -1.200521e-02   9.040973e-05  -4.680550e-17 
    CSRD0001   4.929030e+00   9.935067e-02  -9.937142e-02   9.040973e-05   9.866891e-04 
    T202040T   4.929030e+00   9.935067e-02  -9.937142e-02   9.040973e-05   9.866891e-04 
    CSRD0002   5.533970e+00   1.130182e-01  -1.130424e-01   9.040973e-05   1.141086e-03 
    P202042T   5.533970e+00   1.130182e-01  -1.130424e-01   9.040973e-05   1.141086e-03 
    CSRD0003   5.873162e+00   1.206816e-01  -1.207078e-01   9.040973e-05   1.227656e-03 
         M1E   5.873162e+00   1.206816e-01  -1.207078e-01   9.040973e-05   1.227656e-03 
    CSRD0004   6.026445e+00   1.241448e-01  -1.241719e-01   9.040973e-05   1.266778e-03 
         Q1E   6.324545e+00   1.257374e-01  -1.206575e-01   9.040973e-05   1.285921e-03 
         Q1E   6.622645e+00   1.170987e-01  -9.716385e-02   9.040973e-05   1.425154e-03 
    CSRD0005   7.761545e+00   6.518656e-02   2.818230e-02   9.040973e-05   2.608255e-03 
    CN202069   7.761545e+00   6.518656e-02   2.818230e-02   9.040973e-05   2.608255e-03 
    CSRD0006   8.011545e+00   5.379133e-02   5.569704e-02   9.040973e-05   2.867957e-03 
    CH202072   8.011545e+00   5.379133e-02   5.569704e-02   9.040973e-05   2.867957e-03 
    CSRD0007   8.972445e+00   9.992632e-03   1.614527e-01   9.040973e-05   3.866150e-03 
    CV202082   8.972445e+00   9.992632e-03   1.614527e-01   9.040973e-05   3.866150e-03 
    CSRD0008   9.322445e+00  -5.960687e-03   1.999733e-01   9.040973e-05   4.229733e-03 
    CH202085   9.322445e+00  -5.960687e-03   1.999733e-01   9.040973e-05   4.229733e-03 
    CSRD0009   9.512445e+00  -1.462106e-02   2.208845e-01   9.040973e-05   4.427107e-03 
        YC1E   9.642445e+00  -2.054658e-02   2.351922e-01   9.040973e-05   4.562152e-03 
        YC1E   9.772445e+00  -2.647210e-02   2.494999e-01   9.040973e-05   4.697197e-03 
    CSRD0010   9.886445e+00  -3.166832e-02   2.620466e-01   9.040973e-05   4.815622e-03 
        XC1E   1.001645e+01  -3.759384e-02   2.763542e-01   9.040973e-05   4.950667e-03 
        XC1E   1.014645e+01  -4.351936e-02   2.906619e-01   9.040973e-05   5.085712e-03 
    CSRD0011   1.041400e+01  -5.571453e-02   3.201082e-01   9.040973e-05   5.363646e-03 
         B2E   1.223890e+01  -1.688149e-01   5.506563e-01   3.610410e-03  -5.173395e-03 
       CB2LE   1.223890e+01  -1.688149e-01   5.506563e-01   3.610410e-03  -5.173395e-03 
      MSEP1E   1.223890e+01  -1.688149e-01   5.506563e-01   3.610410e-03  -5.173395e-03 
    CSRD0012   1.243250e+01  -1.839920e-01   5.783293e-01   3.610410e-03  -4.578502e-03 
         Q2E   1.293250e+01  -2.349859e-01   6.977617e-01   3.610410e-03  -1.927834e-03 
         Q2E   1.343250e+01  -3.141227e-01   9.291810e-01   3.610410e-03   4.421197e-03 
    CSRD0013   1.362615e+01  -3.513192e-01   1.044680e+00   3.610410e-03   7.993461e-03 
         S1E   1.375115e+01  -3.753286e-01   1.114389e+00   3.610410e-03   1.029927e-02 
         S1E   1.387615e+01  -3.993380e-01   1.173525e+00   3.610410e-03   1.260507e-02 
    CSRD0014   1.412656e+01  -4.474360e-01   1.280485e+00   3.610410e-03   1.722428e-02 
         M3E   1.412656e+01  -4.474360e-01   1.280485e+00   3.610410e-03   1.722428e-02 
    CSRD0015   1.428375e+01  -4.776267e-01   1.347623e+00   3.610410e-03   2.012373e-02 
         Q3E   1.464085e+01  -5.317126e-01   1.445192e+00   3.610410e-03   2.432162e-02 
         Q3E   1.499795e+01  -5.549834e-01   1.428340e+00   3.610410e-03   2.519805e-02 
    CSRD0016   1.522735e+01  -5.596466e-01   1.380224e+00   3.610410e-03   2.524544e-02 
         Q3E   1.558445e+01  -5.506183e-01   1.249845e+00   3.610410e-03   2.548296e-02 
         Q3E   1.594155e+01  -5.096792e-01   1.015276e+00   3.610410e-03   2.794219e-02 
    CSRD0017   1.618242e+01  -4.717350e-01   8.250867e-01   3.610410e-03   3.093079e-02 
         S2E   1.656342e+01  -4.117175e-01   5.880064e-01   3.610410e-03   3.565797e-02 
         S2E   1.694442e+01  -3.517000e-01   4.571085e-01   3.610410e-03   4.038514e-02 
    CSRD0018   1.716331e+01  -3.172196e-01   4.067161e-01   3.610410e-03   4.310092e-02 
        XC2E   1.729331e+01  -2.967412e-01   3.767872e-01   3.610410e-03   4.471386e-02 
        XC2E   1.742331e+01  -2.762628e-01   3.468584e-01   3.610410e-03   4.632681e-02 
    CSRD0019   1.889790e+01  -4.397618e-02   7.375369e-03   3.610410e-03   6.462244e-02 
         S3E   1.902290e+01  -2.428539e-02  -2.134244e-02   3.610410e-03   6.617335e-02 
         S3E   1.914790e+01  -4.594593e-03  -5.000502e-02   3.610410e-03   6.772426e-02 
    CSRD0020   1.938760e+01   3.316447e-02  -1.049566e-01   3.610410e-03   7.069828e-02 
         Q4E   1.974470e+01   8.751431e-02  -1.800842e-01   3.610410e-03   7.483662e-02 
         Q4E   2.010180e+01   1.354546e-01  -2.356524e-01   3.610410e-03   7.806260e-02 
    CSRD0021   2.033120e+01   1.634069e-01  -2.633181e-01   3.610410e-03   7.976559e-02 
         Q4E   2.068830e+01   2.004030e-01  -2.897372e-01   3.610410e-03   8.170331e-02 
         Q4E   2.104539e+01   2.227217e-01  -2.803489e-01   3.610410e-03   8.242955e-02 
    CSRD0022   2.127479e+01   2.319324e-01  -2.624084e-01   3.610410e-03   8.261446e-02 
         Q4E   2.163189e+01   2.376017e-01  -2.165975e-01   3.610410e-03   8.269491e-02 
         Q4E   2.198899e+01   2.258692e-01  -1.376282e-01   3.610410e-03   8.292218e-02 
    CSRD0023   2.222869e+01   2.122755e-01  -7.478519e-02   3.610410e-03   8.330764e-02 
         M4E   2.222869e+01   2.122755e-01  -7.478519e-02   3.610410e-03   8.330764e-02 
       D6EA1   2.222869e+01   2.122755e-01  -7.478519e-02   3.610410e-03   8.330764e-02 
         S3E   2.235369e+01   2.051866e-01  -4.015447e-02   3.610410e-03   8.350865e-02 
         S3E   2.247869e+01   1.980977e-01  -1.970729e-03   3.610410e-03   8.370966e-02 
    CSRD0024   2.266627e+01   1.874599e-01   5.787287e-02   3.610410e-03   8.401130e-02 
        YC2E   2.273427e+01   1.836035e-01   7.956713e-02   3.610410e-03   8.412065e-02 
        YC2E   2.280227e+01   1.797472e-01   1.012614e-01   3.610410e-03   8.423000e-02 
    CSRD0025   2.295870e+01   1.708759e-01   1.511671e-01   3.610410e-03   8.448155e-02 
         Q5E   2.317290e+01   1.600182e-01   2.195573e-01   3.610410e-03   8.475800e-02 
         Q5E   2.338710e+01   1.516350e-01   2.888649e-01   3.610410e-03   8.492317e-02 
