Printout for SDDS file facet_noFF.mat

 ElementName        s             R16            T166           R56            T566     
                    m             m/1             m             m/1             m       
----------------------------------------------------------------------------------------
       _BEG_   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00 
           C   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00 
        B1LE   1.063090e+00   1.200675e-02  -1.200521e-02   9.040973e-05  -4.680550e-17 
       CB1LE   1.063090e+00   1.200675e-02  -1.200521e-02   9.040973e-05  -4.680550e-17 
    CSRD0001   4.929030e+00   9.935067e-02  -9.937142e-02   9.040973e-05   9.866891e-04 
    T202040T   4.929030e+00   9.935067e-02  -9.937142e-02   9.040973e-05   9.866891e-04 
    CSRD0002   5.533970e+00   1.130182e-01  -1.130424e-01   9.040973e-05   1.141086e-03 
    P202042T   5.533970e+00   1.130182e-01  -1.130424e-01   9.040973e-05   1.141086e-03 
    CSRD0003   5.873162e+00   1.206816e-01  -1.207078e-01   9.040973e-05   1.227656e-03 
         M1E   5.873162e+00   1.206816e-01  -1.207078e-01   9.040973e-05   1.227656e-03 
    CSRD0004   6.026445e+00   1.241448e-01  -1.241719e-01   9.040973e-05   1.266778e-03 
         Q1E   6.324545e+00   1.270894e-01  -1.233460e-01   9.040973e-05   1.289434e-03 
         Q1E   6.622645e+00   1.224117e-01  -1.075380e-01   9.040973e-05   1.334136e-03 
    CSRD0005   7.761545e+00   9.019240e-02  -1.966621e-02   9.040973e-05   1.789874e-03 
    CN202069   7.761545e+00   9.019240e-02  -1.966621e-02   9.040973e-05   1.789874e-03 
    CSRD0006   8.011545e+00   8.311995e-02  -3.774640e-04   9.040973e-05   1.889913e-03 
    CH202072   8.011545e+00   8.311995e-02  -3.774640e-04   9.040973e-05   1.889913e-03 
    CSRD0007   8.972445e+00   5.593628e-02   7.376076e-02   9.040973e-05   2.274424e-03 
    CV202082   8.972445e+00   5.593628e-02   7.376076e-02   9.040973e-05   2.274424e-03 
    CSRD0008   9.322445e+00   4.603485e-02   1.007650e-01   9.040973e-05   2.414478e-03 
    CH202085   9.322445e+00   4.603485e-02   1.007650e-01   9.040973e-05   2.414478e-03 
    CSRD0009   9.512445e+00   4.065979e-02   1.154245e-01   9.040973e-05   2.490508e-03 
        YC1E   9.642445e+00   3.698211e-02   1.254546e-01   9.040973e-05   2.542528e-03 
        YC1E   9.772445e+00   3.330444e-02   1.354848e-01   9.040973e-05   2.594549e-03 
    CSRD0010   9.886445e+00   3.007940e-02   1.442804e-01   9.040973e-05   2.640167e-03 
        XC1E   1.001645e+01   2.640173e-02   1.543106e-01   9.040973e-05   2.692187e-03 
        XC1E   1.014645e+01   2.272405e-02   1.643407e-01   9.040973e-05   2.744207e-03 
    CSRD0011   1.041400e+01   1.515512e-02   1.849835e-01   9.040973e-05   2.851269e-03 
         B2E   1.223890e+01  -6.639639e-02   3.556675e-01   7.673710e-04  -3.951448e-03 
       CB2LE   1.223890e+01  -6.639639e-02   3.556675e-01   7.673710e-04  -3.951448e-03 
      MSEP1E   1.223890e+01  -6.639639e-02   3.556675e-01   7.673710e-04  -3.951448e-03 
    CSRD0012   1.243250e+01  -7.822586e-02   3.769645e-01   7.673710e-04  -3.590042e-03 
         Q2E   1.293250e+01  -1.140689e-01   4.609754e-01   7.673710e-04  -2.294711e-03 
         Q2E   1.343250e+01  -1.635733e-01   6.139906e-01   7.673710e-04   1.780783e-04 
    CSRD0013   1.362615e+01  -1.860930e-01   6.893774e-01   7.673710e-04   1.487449e-03 
         S1E   1.375115e+01  -2.006288e-01   7.366823e-01   7.673710e-04   2.332614e-03 
         S1E   1.387615e+01  -2.151647e-01   7.809928e-01   7.673710e-04   3.177779e-03 
    CSRD0014   1.412656e+01  -2.442843e-01   8.664658e-01   7.673710e-04   4.870895e-03 
         M3E   1.412656e+01  -2.442843e-01   8.664658e-01   7.673710e-04   4.870895e-03 
    CSRD0015   1.428375e+01  -2.625625e-01   9.201166e-01   7.673710e-04   5.933652e-03 
         Q3E   1.464085e+01  -2.951888e-01   1.002219e+00   7.673710e-04   7.462636e-03 
         Q3E   1.499795e+01  -3.088081e-01   1.000885e+00   7.673710e-04   7.767530e-03 
    CSRD0016   1.522735e+01  -3.111961e-01   9.726977e-01   7.673710e-04   7.779959e-03 
         Q3E   1.558445e+01  -3.048546e-01   8.879714e-01   7.673710e-04   7.883271e-03 
         Q3E   1.594155e+01  -2.788836e-01   7.265459e-01   7.673710e-04   8.869879e-03 
    CSRD0017   1.618242e+01  -2.550528e-01   5.941788e-01   7.673710e-04   1.004872e-02 
         S2E   1.656342e+01  -2.173588e-01   4.345782e-01   7.673710e-04   1.191334e-02 
         S2E   1.694442e+01  -1.796647e-01   3.552471e-01   7.673710e-04   1.377796e-02 
    CSRD0018   1.716331e+01  -1.580094e-01   3.276538e-01   7.673710e-04   1.484919e-02 
        XC2E   1.729331e+01  -1.451479e-01   3.112656e-01   7.673710e-04   1.548541e-02 
        XC2E   1.742331e+01  -1.322864e-01   2.948775e-01   7.673710e-04   1.612163e-02 
    CSRD0019   1.889790e+01   1.360120e-02   1.089868e-01   7.673710e-04   2.333829e-02 
         S3E   1.902290e+01   2.596801e-02   9.324058e-02   7.673710e-04   2.395004e-02 
         S3E   1.914790e+01   3.833481e-02   7.754474e-02   7.673710e-04   2.456179e-02 
    CSRD0020   1.938760e+01   6.204939e-02   4.752776e-02   7.673710e-04   2.573489e-02 
         Q4E   1.974470e+01   9.522859e-02   4.000552e-03   7.673710e-04   2.727878e-02 
         Q4E   2.010180e+01   1.228622e-01  -3.424108e-02   7.673710e-04   2.835278e-02 
    CSRD0021   2.033120e+01   1.384675e-01  -5.624530e-02   7.673710e-04   2.888357e-02 
         Q4E   2.068830e+01   1.584919e-01  -8.428011e-02   7.673710e-04   2.945392e-02 
         Q4E   2.104539e+01   1.692865e-01  -9.822219e-02   7.673710e-04   2.962793e-02 
    CSRD0022   2.127479e+01   1.730914e-01  -1.022665e-01   7.673710e-04   2.965949e-02 
         Q4E   2.163189e+01   1.739169e-01  -1.004504e-01   7.673710e-04   2.967261e-02 
         Q4E   2.198899e+01   1.646143e-01  -8.270599e-02   7.673710e-04   2.980537e-02 
    CSRD0023   2.222869e+01   1.550598e-01  -6.571929e-02   7.673710e-04   2.999579e-02 
         M4E   2.222869e+01   1.550598e-01  -6.571929e-02   7.673710e-04   2.999579e-02 
       D6EA1   2.222869e+01   1.550598e-01  -6.571929e-02   7.673710e-04   2.999579e-02 
         S3E   2.235369e+01   1.500772e-01  -5.601395e-02   7.673710e-04   3.009509e-02 
         S3E   2.247869e+01   1.450947e-01  -4.468694e-02   7.673710e-04   3.019439e-02 
    CSRD0024   2.266627e+01   1.376178e-01  -2.652600e-02   7.673710e-04   3.034341e-02 
        YC2E   2.273427e+01   1.349073e-01  -1.994237e-02   7.673710e-04   3.039743e-02 
        YC2E   2.280227e+01   1.321968e-01  -1.335874e-02   7.673710e-04   3.045145e-02 
    CSRD0025   2.295870e+01   1.259615e-01   1.786323e-03   7.673710e-04   3.057572e-02 
         Q5E   2.317290e+01   1.182778e-01   2.172971e-02   7.673710e-04   3.071409e-02 
         Q5E   2.338710e+01   1.122358e-01   4.033116e-02   7.673710e-04   3.079980e-02 
        DM5Q   2.338710e+01   1.122358e-01   4.033116e-02   7.673710e-04   3.079980e-02 
