Printout for SDDS file facet_noFF.mat

 ElementName        s             R16            T166           R56            T566     
                    m             m/1             m             m/1             m       
----------------------------------------------------------------------------------------
       _BEG_   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00 
           C   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00 
        B1LE   1.063090e+00   1.200675e-02  -1.200521e-02   9.040973e-05  -4.680550e-17 
       CB1LE   1.063090e+00   1.200675e-02  -1.200521e-02   9.040973e-05  -4.680550e-17 
    CSRD0001   4.929030e+00   9.935067e-02  -9.937142e-02   9.040973e-05   9.866891e-04 
    T202040T   4.929030e+00   9.935067e-02  -9.937142e-02   9.040973e-05   9.866891e-04 
    CSRD0002   5.533970e+00   1.130182e-01  -1.130424e-01   9.040973e-05   1.141086e-03 
    P202042T   5.533970e+00   1.130182e-01  -1.130424e-01   9.040973e-05   1.141086e-03 
    CSRD0003   5.873162e+00   1.206816e-01  -1.207078e-01   9.040973e-05   1.227656e-03 
         M1E   5.873162e+00   1.206816e-01  -1.207078e-01   9.040973e-05   1.227656e-03 
    CSRD0004   6.026445e+00   1.241448e-01  -1.241719e-01   9.040973e-05   1.266778e-03 
         Q1E   6.324545e+00   1.271301e-01  -1.234268e-01   9.040973e-05   1.289665e-03 
         Q1E   6.622645e+00   1.225722e-01  -1.078527e-01   9.040973e-05   1.332351e-03 
    CSRD0005   7.761545e+00   9.095247e-02  -2.113130e-02   9.040973e-05   1.771285e-03 
    CN202069   7.761545e+00   9.095247e-02  -2.113130e-02   9.040973e-05   1.771285e-03 
    CSRD0006   8.011545e+00   8.401162e-02  -2.095087e-03   9.040973e-05   1.867636e-03 
    CH202072   8.011545e+00   8.401162e-02  -2.095087e-03   9.040973e-05   1.867636e-03 
    CSRD0007   8.972445e+00   5.733380e-02   7.107249e-02   9.040973e-05   2.237969e-03 
    CV202082   8.972445e+00   5.733380e-02   7.107249e-02   9.040973e-05   2.237969e-03 
    CSRD0008   9.322445e+00   4.761662e-02   9.772318e-02   9.040973e-05   2.372860e-03 
    CH202085   9.322445e+00   4.761662e-02   9.772318e-02   9.040973e-05   2.372860e-03 
    CSRD0009   9.512445e+00   4.234158e-02   1.121907e-01   9.040973e-05   2.446086e-03 
        YC1E   9.642445e+00   3.873234e-02   1.220895e-01   9.040973e-05   2.496189e-03 
        YC1E   9.772445e+00   3.512310e-02   1.319884e-01   9.040973e-05   2.546291e-03 
    CSRD0010   9.886445e+00   3.195808e-02   1.406689e-01   9.040973e-05   2.590227e-03 
        XC1E   1.001645e+01   2.834884e-02   1.505677e-01   9.040973e-05   2.640329e-03 
        XC1E   1.014645e+01   2.473960e-02   1.604665e-01   9.040973e-05   2.690432e-03 
    CSRD0011   1.041400e+01   1.731151e-02   1.808391e-01   9.040973e-05   2.793546e-03 
         B2E   1.223890e+01  -6.327948e-02   3.496838e-01   6.808549e-04  -3.885648e-03 
       CB2LE   1.223890e+01  -6.327948e-02   3.496838e-01   6.808549e-04  -3.885648e-03 
      MSEP1E   1.223890e+01  -6.327948e-02   3.496838e-01   6.808549e-04  -3.885648e-03 
    CSRD0012   1.243250e+01  -7.500704e-02   3.707851e-01   6.808549e-04  -3.530442e-03 
         Q2E   1.293250e+01  -1.103889e-01   4.537105e-01   6.808549e-04  -2.268707e-03 
         Q2E   1.343250e+01  -1.589913e-01   6.043251e-01   6.808549e-04   1.143022e-04 
    CSRD0013   1.362615e+01  -1.810643e-01   6.784840e-01   6.808549e-04   1.372240e-03 
         S1E   1.375115e+01  -1.953118e-01   7.250738e-01   6.808549e-04   2.184208e-03 
         S1E   1.387615e+01  -2.095593e-01   7.688386e-01   6.808549e-04   2.996175e-03 
    CSRD0014   1.412656e+01  -2.381013e-01   8.534026e-01   6.808549e-04   4.622785e-03 
         M3E   1.412656e+01  -2.381013e-01   8.534026e-01   6.808549e-04   4.622785e-03 
    CSRD0015   1.428375e+01  -2.560169e-01   9.064829e-01   6.808549e-04   5.643798e-03 
         Q3E   1.464085e+01  -2.879915e-01   9.877462e-01   6.808549e-04   7.112363e-03 
         Q3E   1.499795e+01  -3.013209e-01   9.865164e-01   6.808549e-04   7.404624e-03 
    CSRD0016   1.522735e+01  -3.036427e-01   9.587039e-01   6.808549e-04   7.416374e-03 
         Q3E   1.558445e+01  -2.973887e-01   8.750281e-01   6.808549e-04   7.516377e-03 
         Q3E   1.594155e+01  -2.718810e-01   7.155518e-01   6.808549e-04   8.467972e-03 
    CSRD0017   1.618242e+01  -2.484857e-01   5.847851e-01   6.808549e-04   9.604125e-03 
         S2E   1.656342e+01  -2.114805e-01   4.266439e-01   6.808549e-04   1.140122e-02 
         S2E   1.694442e+01  -1.744753e-01   3.469020e-01   6.808549e-04   1.319831e-02 
    CSRD0018   1.716331e+01  -1.532157e-01   3.186114e-01   6.808549e-04   1.423074e-02 
        XC2E   1.729331e+01  -1.405893e-01   3.018091e-01   6.808549e-04   1.484392e-02 
        XC2E   1.742331e+01  -1.279628e-01   2.850069e-01   6.808549e-04   1.545710e-02 
    CSRD0019   1.889790e+01   1.525876e-02   9.441918e-02   6.808549e-04   2.241240e-02 
         S3E   1.902290e+01   2.739956e-02   7.827593e-02   6.808549e-04   2.300200e-02 
         S3E   1.914790e+01   3.954037e-02   6.218460e-02   6.808549e-04   2.359160e-02 
    CSRD0020   1.938760e+01   6.282157e-02   3.140926e-02   6.808549e-04   2.472221e-02 
         Q4E   1.974470e+01   9.535769e-02  -1.276583e-02   6.808549e-04   2.620691e-02 
         Q4E   2.010180e+01   1.223887e-01  -5.072551e-02   6.808549e-04   2.723470e-02 
    CSRD0021   2.033120e+01   1.376309e-01  -7.226578e-02   6.808549e-04   2.774107e-02 
         Q4E   2.068830e+01   1.571563e-01  -9.920601e-02   6.808549e-04   2.828351e-02 
         Q4E   2.104539e+01   1.676090e-01  -1.113901e-01   6.808549e-04   2.844696e-02 
    CSRD0022   2.127479e+01   1.712509e-01  -1.141201e-01   6.808549e-04   2.847587e-02 
         Q4E   2.163189e+01   1.719223e-01  -1.100607e-01   6.808549e-04   2.848820e-02 
         Q4E   2.198899e+01   1.626685e-01  -8.977033e-02   6.808549e-04   2.861922e-02 
    CSRD0023   2.222869e+01   1.532140e-01  -7.100287e-02   6.808549e-04   2.880568e-02 
         M4E   2.222869e+01   1.532140e-01  -7.100287e-02   6.808549e-04   2.880568e-02 
       D6EA1   2.222869e+01   1.532140e-01  -7.100287e-02   6.808549e-04   2.880568e-02 
         S3E   2.235369e+01   1.482836e-01  -6.044670e-02   6.808549e-04   2.890291e-02 
         S3E   2.247869e+01   1.433532e-01  -4.841793e-02   6.808549e-04   2.900015e-02 
    CSRD0024   2.266627e+01   1.359545e-01  -2.931091e-02   6.808549e-04   2.914606e-02 
        YC2E   2.273427e+01   1.332724e-01  -2.238431e-02   6.808549e-04   2.919895e-02 
        YC2E   2.280227e+01   1.305903e-01  -1.545771e-02   6.808549e-04   2.925185e-02 
    CSRD0025   2.295870e+01   1.244203e-01   4.763154e-04   6.808549e-04   2.937353e-02 
         Q5E   2.317290e+01   1.168133e-01   2.150599e-02   6.808549e-04   2.950915e-02 
         Q5E   2.338710e+01   1.108235e-01   4.121438e-02   6.808549e-04   2.959338e-02 
        DM5Q   2.338710e+01   1.108235e-01   4.121438e-02   6.808549e-04   2.959338e-02 
