Printout for SDDS file facet_noFF.mat

 ElementName        s             R16            T166           R56            T566     
                    m             m/1             m             m/1             m       
----------------------------------------------------------------------------------------
       _BEG_   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00 
           C   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00 
        B1LE   1.063090e+00   1.200675e-02  -1.200521e-02   9.040973e-05  -4.680550e-17 
       CB1LE   1.063090e+00   1.200675e-02  -1.200521e-02   9.040973e-05  -4.680550e-17 
    CSRD0001   4.929030e+00   9.935067e-02  -9.937142e-02   9.040973e-05   9.866891e-04 
    T202040T   4.929030e+00   9.935067e-02  -9.937142e-02   9.040973e-05   9.866891e-04 
    CSRD0002   5.533970e+00   1.130182e-01  -1.130424e-01   9.040973e-05   1.141086e-03 
    P202042T   5.533970e+00   1.130182e-01  -1.130424e-01   9.040973e-05   1.141086e-03 
    CSRD0003   5.873162e+00   1.206816e-01  -1.207078e-01   9.040973e-05   1.227656e-03 
         M1E   5.873162e+00   1.206816e-01  -1.207078e-01   9.040973e-05   1.227656e-03 
    CSRD0004   6.026445e+00   1.241448e-01  -1.241719e-01   9.040973e-05   1.266778e-03 
         Q1E   6.324545e+00   1.270487e-01  -1.232649e-01   9.040973e-05   1.289209e-03 
         Q1E   6.622645e+00   1.222508e-01  -1.072227e-01   9.040973e-05   1.335982e-03 
    CSRD0005   7.761545e+00   8.943080e-02  -1.819878e-02   9.040973e-05   1.808873e-03 
    CN202069   7.761545e+00   8.943080e-02  -1.819878e-02   9.040973e-05   1.808873e-03 
    CSRD0006   8.011545e+00   8.222649e-02   1.342873e-03   9.040973e-05   1.912677e-03 
    CH202072   8.011545e+00   8.222649e-02   1.342873e-03   9.040973e-05   1.912677e-03 
    CSRD0007   8.972445e+00   5.453599e-02   7.645316e-02   9.040973e-05   2.311659e-03 
    CV202082   8.972445e+00   5.453599e-02   7.645316e-02   9.040973e-05   2.311659e-03 
    CSRD0008   9.322445e+00   4.444995e-02   1.038115e-01   9.040973e-05   2.456985e-03 
    CH202085   9.322445e+00   4.444995e-02   1.038115e-01   9.040973e-05   2.456985e-03 
    CSRD0009   9.512445e+00   3.897467e-02   1.186631e-01   9.040973e-05   2.535876e-03 
        YC1E   9.642445e+00   3.522843e-02   1.288248e-01   9.040973e-05   2.589855e-03 
        YC1E   9.772445e+00   3.148219e-02   1.389864e-01   9.040973e-05   2.643833e-03 
    CSRD0010   9.886445e+00   2.819702e-02   1.478974e-01   9.040973e-05   2.691168e-03 
        XC1E   1.001645e+01   2.445078e-02   1.580591e-01   9.040973e-05   2.745146e-03 
        XC1E   1.014645e+01   2.070454e-02   1.682207e-01   9.040973e-05   2.799124e-03 
    CSRD0011   1.041400e+01   1.299448e-02   1.891342e-01   9.040973e-05   2.910215e-03 
         B2E   1.223890e+01  -6.951940e-02   3.616601e-01   8.540566e-04  -4.015683e-03 
       CB2LE   1.223890e+01  -6.951940e-02   3.616601e-01   8.540566e-04  -4.015683e-03 
      MSEP1E   1.223890e+01  -6.951940e-02   3.616601e-01   8.540566e-04  -4.015683e-03 
    CSRD0012   1.243250e+01  -8.145098e-02   3.831530e-01   8.540566e-04  -3.648010e-03 
         Q2E   1.293250e+01  -1.177561e-01   4.682511e-01   8.540566e-04  -2.318565e-03 
         Q2E   1.343250e+01  -1.681642e-01   6.236707e-01   8.540566e-04   2.458506e-04 
    CSRD0013   1.362615e+01  -1.911314e-01   7.002874e-01   8.540566e-04   1.607787e-03 
         S1E   1.375115e+01  -2.059562e-01   7.483059e-01   8.540566e-04   2.486882e-03 
         S1E   1.387615e+01  -2.207810e-01   7.931548e-01   8.540566e-04   3.365976e-03 
    CSRD0014   1.412656e+01  -2.504794e-01   8.795154e-01   8.540566e-04   5.127064e-03 
         M3E   1.412656e+01  -2.504794e-01   8.795154e-01   8.540566e-04   5.127064e-03 
    CSRD0015   1.428375e+01  -2.691209e-01   9.337234e-01   8.540566e-04   6.232487e-03 
         Q3E   1.464085e+01  -3.024001e-01   1.016632e+00   8.540566e-04   7.823221e-03 
         Q3E   1.499795e+01  -3.163096e-01   1.015156e+00   8.540566e-04   8.141029e-03 
    CSRD0016   1.522735e+01  -3.187636e-01   9.865699e-01   8.540566e-04   8.154155e-03 
         Q3E   1.558445e+01  -3.123337e-01   9.007553e-01   8.540566e-04   8.260850e-03 
         Q3E   1.594155e+01  -2.858979e-01   7.373456e-01   8.540566e-04   9.283226e-03 
    CSRD0017   1.618242e+01  -2.616302e-01   6.033566e-01   8.540566e-04   1.050569e-02 
         S2E   1.656342e+01  -2.232452e-01   4.422139e-01   8.540566e-04   1.243929e-02 
         S2E   1.694442e+01  -1.848602e-01   3.631309e-01   8.540566e-04   1.437290e-02 
    CSRD0018   1.716331e+01  -1.628079e-01   3.361229e-01   8.540566e-04   1.548376e-02 
        XC2E   1.729331e+01  -1.497106e-01   3.200824e-01   8.540566e-04   1.614353e-02 
        XC2E   1.742331e+01  -1.366134e-01   3.040419e-01   8.540566e-04   1.680329e-02 
    CSRD0019   1.889790e+01   1.194856e-02   1.220946e-01   8.540566e-04   2.428695e-02 
         S3E   1.902290e+01   2.454207e-02   1.066814e-01   8.540566e-04   2.492133e-02 
         S3E   1.914790e+01   3.713557e-02   9.131666e-02   8.540566e-04   2.555572e-02 
    CSRD0020   1.938760e+01   6.128488e-02   6.193396e-02   8.540566e-04   2.677222e-02 
         Q4E   1.974470e+01   9.510927e-02   1.891352e-02   8.540566e-04   2.837666e-02 
         Q4E   2.010180e+01   1.233473e-01  -1.965894e-02   8.540566e-04   2.949804e-02 
    CSRD0021   2.033120e+01   1.393168e-01  -4.212782e-02   8.540566e-04   3.005390e-02 
         Q4E   2.068830e+01   1.598408e-01  -7.120965e-02   8.540566e-04   3.065290e-02 
         Q4E   2.104539e+01   1.709762e-01  -8.676655e-02   8.540566e-04   3.083777e-02 
    CSRD0022   2.127479e+01   1.749428e-01  -9.200369e-02   8.540566e-04   3.087207e-02 
         Q4E   2.163189e+01   1.759191e-01  -9.220133e-02   8.540566e-04   3.088606e-02 
         Q4E   2.198899e+01   1.665625e-01  -7.670131e-02   8.540566e-04   3.102071e-02 
    CSRD0023   2.222869e+01   1.569038e-01  -6.127191e-02   8.540566e-04   3.121531e-02 
         M4E   2.222869e+01   1.569038e-01  -6.127191e-02   8.540566e-04   3.121531e-02 
       D6EA1   2.222869e+01   1.569038e-01  -6.127191e-02   8.540566e-04   3.121531e-02 
         S3E   2.235369e+01   1.518669e-01  -5.229785e-02   8.540566e-04   3.131679e-02 
         S3E   2.247869e+01   1.468300e-01  -4.154727e-02   8.540566e-04   3.141827e-02 
    CSRD0024   2.266627e+01   1.392715e-01  -2.414020e-02   8.540566e-04   3.157055e-02 
        YC2E   2.273427e+01   1.365315e-01  -1.782986e-02   8.540566e-04   3.162576e-02 
        YC2E   2.280227e+01   1.337914e-01  -1.151951e-02   8.540566e-04   3.168097e-02 
    CSRD0025   2.295870e+01   1.274881e-01   2.996867e-03   8.540566e-04   3.180796e-02 
         Q5E   2.317290e+01   1.197250e-01   2.207227e-02   8.540566e-04   3.194921e-02 
         Q5E   2.338710e+01   1.136302e-01   3.978504e-02   8.540566e-04   3.203643e-02 
        DM5Q   2.338710e+01   1.136302e-01   3.978504e-02   8.540566e-04   3.203643e-02 
