Printout for SDDS file facet_noFF.mat

 ElementName        s             R16            T166           R56            T566     
                    m             m/1             m             m/1             m       
----------------------------------------------------------------------------------------
       _BEG_   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00 
           C   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00 
        B1LE   1.063090e+00   1.200675e-02  -1.200521e-02   9.040973e-05  -4.680550e-17 
       CB1LE   1.063090e+00   1.200675e-02  -1.200521e-02   9.040973e-05  -4.680550e-17 
    CSRD0001   4.929030e+00   9.935067e-02  -9.937142e-02   9.040973e-05   9.866891e-04 
    T202040T   4.929030e+00   9.935067e-02  -9.937142e-02   9.040973e-05   9.866891e-04 
    CSRD0002   5.533970e+00   1.130182e-01  -1.130424e-01   9.040973e-05   1.141086e-03 
    P202042T   5.533970e+00   1.130182e-01  -1.130424e-01   9.040973e-05   1.141086e-03 
    CSRD0003   5.873162e+00   1.206816e-01  -1.207078e-01   9.040973e-05   1.227656e-03 
         M1E   5.873162e+00   1.206816e-01  -1.207078e-01   9.040973e-05   1.227656e-03 
    CSRD0004   6.026445e+00   1.241448e-01  -1.241719e-01   9.040973e-05   1.266778e-03 
         Q1E   6.324545e+00   1.261692e-01  -1.215156e-01   9.040973e-05   1.286157e-03 
         Q1E   6.622645e+00   1.187892e-01  -1.004562e-01   9.040973e-05   1.389485e-03 
    CSRD0005   7.761545e+00   7.311058e-02   1.309473e-02   9.040973e-05   2.305515e-03 
    CN202069   7.761545e+00   7.311058e-02   1.309473e-02   9.040973e-05   2.305515e-03 
    CSRD0006   8.011545e+00   6.308367e-02   3.802029e-02   9.040973e-05   2.506593e-03 
    CH202072   8.011545e+00   6.308367e-02   3.802029e-02   9.040973e-05   2.506593e-03 
    CSRD0007   8.972445e+00   2.454426e-02   1.338242e-01   9.040973e-05   3.279455e-03 
    CV202082   8.972445e+00   2.454426e-02   1.338242e-01   9.040973e-05   3.279455e-03 
    CSRD0008   9.322445e+00   1.050659e-02   1.687200e-01   9.040973e-05   3.560964e-03 
    CH202085   9.322445e+00   1.050659e-02   1.687200e-01   9.040973e-05   3.560964e-03 
    CSRD0009   9.512445e+00   2.886137e-03   1.876634e-01   9.040973e-05   3.713783e-03 
        YC1E   9.642445e+00  -2.327854e-03   2.006247e-01   9.040973e-05   3.818343e-03 
        YC1E   9.772445e+00  -7.541845e-03   2.135860e-01   9.040973e-05   3.922904e-03 
    CSRD0010   9.886445e+00  -1.211411e-02   2.249521e-01   9.040973e-05   4.014595e-03 
        XC1E   1.001645e+01  -1.732811e-02   2.379134e-01   9.040973e-05   4.119156e-03 
        XC1E   1.014645e+01  -2.254210e-02   2.508747e-01   9.040973e-05   4.223716e-03 
    CSRD0011   1.041400e+01  -3.327289e-02   2.775500e-01   9.040973e-05   4.438909e-03 
         B2E   1.223890e+01  -1.363869e-01   4.892656e-01   2.710195e-03  -4.984002e-03 
       CB2LE   1.223890e+01  -1.363869e-01   4.892656e-01   2.710195e-03  -4.984002e-03 
      MSEP1E   1.223890e+01  -1.363869e-01   4.892656e-01   2.710195e-03  -4.984002e-03 
    CSRD0012   1.243250e+01  -1.505043e-01   5.149315e-01   2.710195e-03  -4.469278e-03 
         Q2E   1.293250e+01  -1.967019e-01   6.232009e-01   2.710195e-03  -2.300521e-03 
         Q2E   1.343250e+01  -2.664573e-01   8.298974e-01   2.710195e-03   2.626771e-03 
    CSRD0013   1.362615e+01  -2.990071e-01   9.327463e-01   2.710195e-03   5.362276e-03 
         S1E   1.375115e+01  -3.200173e-01   9.956201e-01   2.710195e-03   7.127975e-03 
         S1E   1.387615e+01  -3.410274e-01   1.050808e+00   2.710195e-03   8.893674e-03 
    CSRD0014   1.412656e+01  -3.831168e-01   1.152981e+00   2.710195e-03   1.243089e-02 
         M3E   1.412656e+01  -3.831168e-01   1.152981e+00   2.710195e-03   1.243089e-02 
    CSRD0015   1.428375e+01  -4.095361e-01   1.217114e+00   2.710195e-03   1.465118e-02 
         Q3E   1.464085e+01  -4.568011e-01   1.312536e+00   2.710195e-03   1.785807e-02 
         Q3E   1.499795e+01  -4.769360e-01   1.303009e+00   2.710195e-03   1.851742e-02 
    CSRD0016   1.522735e+01  -4.808108e-01   1.262618e+00   2.710195e-03   1.855015e-02 
         Q3E   1.558445e+01  -4.725048e-01   1.148604e+00   2.710195e-03   1.874233e-02 
         Q3E   1.594155e+01  -4.361361e-01   9.384499e-01   2.710195e-03   2.068114e-02 
    CSRD0017   1.618242e+01  -4.025350e-01   7.671733e-01   2.710195e-03   2.302476e-02 
         S2E   1.656342e+01  -3.493870e-01   5.555981e-01   2.710195e-03   2.673173e-02 
         S2E   1.694442e+01  -2.962389e-01   4.421255e-01   2.710195e-03   3.043871e-02 
    CSRD0018   1.716331e+01  -2.657052e-01   3.996381e-01   2.710195e-03   3.256838e-02 
        XC2E   1.729331e+01  -2.475707e-01   3.744042e-01   2.710195e-03   3.383323e-02 
        XC2E   1.742331e+01  -2.294362e-01   3.491702e-01   2.710195e-03   3.509807e-02 
    CSRD0019   1.889790e+01  -2.373664e-02   6.294147e-02   2.710195e-03   4.944522e-02 
         S3E   1.902290e+01  -6.299622e-03   3.869218e-02   2.710195e-03   5.066142e-02 
         S3E   1.914790e+01   1.113740e-02   1.445043e-02   2.710195e-03   5.187762e-02 
    CSRD0020   1.938760e+01   4.457463e-02  -3.203191e-02   2.710195e-03   5.420980e-02 
         Q4E   1.974470e+01   9.229043e-02  -9.730186e-02   2.710195e-03   5.740035e-02 
         Q4E   2.010180e+01   1.336795e-01  -1.496113e-01   2.710195e-03   5.980612e-02 
    CSRD0021   2.033120e+01   1.575982e-01  -1.775873e-01   2.710195e-03   6.105308e-02 
         Q4E   2.068830e+01   1.890036e-01  -2.087553e-01   2.710195e-03   6.245095e-02 
         Q4E   2.104539e+01   2.074523e-01  -2.127308e-01   2.710195e-03   6.294961e-02 
    CSRD0022   2.127479e+01   2.148203e-01  -2.060668e-01   2.710195e-03   6.306794e-02 
         Q4E   2.163189e+01   2.187953e-01  -1.812971e-01   2.710195e-03   6.311650e-02 
         Q4E   2.198899e+01   2.077715e-01  -1.291866e-01   2.710195e-03   6.331224e-02 
    CSRD0023   2.222869e+01   1.954505e-01  -8.584597e-02   2.710195e-03   6.362890e-02 
         M4E   2.222869e+01   1.954505e-01  -8.584597e-02   2.710195e-03   6.362890e-02 
       D6EA1   2.222869e+01   1.954505e-01  -8.584597e-02   2.710195e-03   6.362890e-02 
         S3E   2.235369e+01   1.890253e-01  -6.168251e-02   2.710195e-03   6.379403e-02 
         S3E   2.247869e+01   1.826001e-01  -3.453161e-02   2.710195e-03   6.395916e-02 
    CSRD0024   2.266627e+01   1.729582e-01   8.352466e-03   2.710195e-03   6.420697e-02 
        YC2E   2.273427e+01   1.694629e-01   2.389862e-02   2.710195e-03   6.429680e-02 
        YC2E   2.280227e+01   1.659676e-01   3.944478e-02   2.710195e-03   6.438663e-02 
    CSRD0025   2.295870e+01   1.579269e-01   7.520735e-02   2.710195e-03   6.459329e-02 
         Q5E   2.317290e+01   1.480720e-01   1.237064e-01   2.710195e-03   6.482101e-02 
         Q5E   2.338710e+01   1.404350e-01   1.718378e-01   2.710195e-03   6.495805e-02 
        DM5Q   2.338710e+01   1.404350e-01   1.718378e-01   2.710195e-03   6.495805e-02 
