Printout for SDDS file facet_noFF.mat

 ElementName        s             R16            T166           R56            T566     
                    m             m/1             m             m/1             m       
----------------------------------------------------------------------------------------
       _BEG_   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00 
           C   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00 
        B1LE   1.063090e+00   1.200675e-02  -1.200521e-02   9.040973e-05  -4.680550e-17 
       CB1LE   1.063090e+00   1.200675e-02  -1.200521e-02   9.040973e-05  -4.680550e-17 
    CSRD0001   4.929030e+00   9.935067e-02  -9.937142e-02   9.040973e-05   9.866891e-04 
    T202040T   4.929030e+00   9.935067e-02  -9.937142e-02   9.040973e-05   9.866891e-04 
    CSRD0002   5.533970e+00   1.130182e-01  -1.130424e-01   9.040973e-05   1.141086e-03 
    P202042T   5.533970e+00   1.130182e-01  -1.130424e-01   9.040973e-05   1.141086e-03 
    CSRD0003   5.873162e+00   1.206816e-01  -1.207078e-01   9.040973e-05   1.227656e-03 
         M1E   5.873162e+00   1.206816e-01  -1.207078e-01   9.040973e-05   1.227656e-03 
    CSRD0004   6.026445e+00   1.241448e-01  -1.241719e-01   9.040973e-05   1.266778e-03 
         Q1E   6.324545e+00   1.272110e-01  -1.235878e-01   9.040973e-05   1.290149e-03 
         Q1E   6.622645e+00   1.228921e-01  -1.084799e-01   9.040973e-05   1.328962e-03 
    CSRD0005   7.761545e+00   9.246805e-02  -2.405456e-02   9.040973e-05   1.735328e-03 
    CN202069   7.761545e+00   9.246805e-02  -2.405456e-02   9.040973e-05   1.735328e-03 
    CSRD0006   8.011545e+00   8.578967e-02  -5.522341e-03   9.040973e-05   1.824529e-03 
    CH202072   8.011545e+00   8.578967e-02  -5.522341e-03   9.040973e-05   1.824529e-03 
    CSRD0007   8.972445e+00   6.012066e-02   6.570808e-02   9.040973e-05   2.167384e-03 
    CV202082   8.972445e+00   6.012066e-02   6.570808e-02   9.040973e-05   2.167384e-03 
    CSRD0008   9.322445e+00   5.077093e-02   9.165318e-02   9.040973e-05   2.292266e-03 
    CH202085   9.322445e+00   5.077093e-02   9.165318e-02   9.040973e-05   2.292266e-03 
    CSRD0009   9.512445e+00   4.569536e-02   1.057377e-01   9.040973e-05   2.360059e-03 
        YC1E   9.642445e+00   4.222261e-02   1.153744e-01   9.040973e-05   2.406444e-03 
        YC1E   9.772445e+00   3.874985e-02   1.250112e-01   9.040973e-05   2.452829e-03 
    CSRD0010   9.886445e+00   3.570451e-02   1.334619e-01   9.040973e-05   2.493505e-03 
        XC1E   1.001645e+01   3.223175e-02   1.430986e-01   9.040973e-05   2.539889e-03 
        XC1E   1.014645e+01   2.875900e-02   1.527354e-01   9.040973e-05   2.586274e-03 
    CSRD0011   1.041400e+01   2.161180e-02   1.725685e-01   9.040973e-05   2.681738e-03 
         B2E   1.223890e+01  -5.706365e-02   3.377423e-01   5.083229e-04  -3.749384e-03 
       CB2LE   1.223890e+01  -5.706365e-02   3.377423e-01   5.083229e-04  -3.749384e-03 
      MSEP1E   1.223890e+01  -5.706365e-02   3.377423e-01   5.083229e-04  -3.749384e-03 
    CSRD0012   1.243250e+01  -6.858795e-02   3.584530e-01   5.083229e-04  -3.406384e-03 
         Q2E   1.293250e+01  -1.030501e-01   4.392125e-01   5.083229e-04  -2.210295e-03 
         Q2E   1.343250e+01  -1.498538e-01   5.850372e-01   5.083229e-04  -1.357129e-06 
    CSRD0013   1.362615e+01  -1.710359e-01   6.567461e-01   5.083229e-04   1.157089e-03 
         S1E   1.375115e+01  -1.847084e-01   7.018757e-01   5.083229e-04   1.904837e-03 
         S1E   1.387615e+01  -1.983809e-01   7.444442e-01   5.083229e-04   2.652584e-03 
    CSRD0014   1.412656e+01  -2.257709e-01   8.268985e-01   5.083229e-04   4.150544e-03 
         M3E   1.412656e+01  -2.257709e-01   8.268985e-01   5.083229e-04   4.150544e-03 
    CSRD0015   1.428375e+01  -2.429635e-01   8.786545e-01   5.083229e-04   5.090804e-03 
         Q3E   1.464085e+01  -2.736390e-01   9.578387e-01   5.083229e-04   6.442572e-03 
         Q3E   1.499795e+01  -2.863922e-01   9.564636e-01   5.083229e-04   6.710507e-03 
    CSRD0016   1.522735e+01  -2.885837e-01   9.291923e-01   5.083229e-04   6.720976e-03 
         Q3E   1.558445e+01  -2.825073e-01   8.473390e-01   5.083229e-04   6.814486e-03 
         Q3E   1.594155e+01  -2.579276e-01   6.915860e-01   5.083229e-04   7.697863e-03 
    CSRD0017   1.618242e+01  -2.354038e-01   5.639405e-01   5.083229e-04   8.750940e-03 
         S2E   1.656342e+01  -1.997773e-01   4.162773e-01   5.083229e-04   1.041663e-02 
         S2E   1.694442e+01  -1.641507e-01   3.555988e-01   5.083229e-04   1.208231e-02 
    CSRD0018   1.716331e+01  -1.436831e-01   3.400789e-01   5.083229e-04   1.303926e-02 
        XC2E   1.729331e+01  -1.315270e-01   3.308614e-01   5.083229e-04   1.360760e-02 
        XC2E   1.742331e+01  -1.193710e-01   3.216439e-01   5.083229e-04   1.417595e-02 
    CSRD0019   1.889790e+01   1.851502e-02   2.170898e-01   5.083229e-04   2.062267e-02 
         S3E   1.902290e+01   3.020353e-02   2.082476e-01   5.083229e-04   2.116916e-02 
         S3E   1.914790e+01   4.189204e-02   1.994818e-01   5.083229e-04   2.171564e-02 
    CSRD0020   1.938760e+01   6.430593e-02   1.827860e-01   5.083229e-04   2.276358e-02 
         Q4E   1.974470e+01   9.555771e-02   1.550952e-01   5.083229e-04   2.413355e-02 
         Q4E   2.010180e+01   1.213895e-01   1.240017e-01   5.083229e-04   2.507237e-02 
    CSRD0021   2.033120e+01   1.359098e-01   1.036392e-01   5.083229e-04   2.553191e-02 
         Q4E   2.068830e+01   1.544446e-01   7.335215e-02   5.083229e-04   2.602101e-02 
         Q4E   2.104539e+01   1.642194e-01   4.762294e-02   5.083229e-04   2.616452e-02 
    CSRD0022   2.127479e+01   1.675384e-01   3.303502e-02   5.083229e-04   2.618853e-02 
         Q4E   2.163189e+01   1.679047e-01   1.438223e-02   5.083229e-04   2.619950e-02 
         Q4E   2.198899e+01   1.587474e-01   4.391875e-03   5.083229e-04   2.632714e-02 
    CSRD0023   2.222869e+01   1.494911e-01   6.620195e-04   5.083229e-04   2.650586e-02 
         M4E   2.222869e+01   1.494911e-01   6.620195e-04   5.083229e-04   2.650586e-02 
       D6EA1   2.222869e+01   1.494911e-01   6.620195e-04   5.083229e-04   2.650586e-02 
         S3E   2.235369e+01   1.446641e-01  -3.902877e-04   5.083229e-04   2.659906e-02 
         S3E   2.247869e+01   1.398370e-01   2.662724e-04   5.083229e-04   2.669226e-02 
    CSRD0024   2.266627e+01   1.325935e-01   2.477148e-03   5.083229e-04   2.683212e-02 
        YC2E   2.273427e+01   1.299676e-01   3.278626e-03   5.083229e-04   2.688282e-02 
        YC2E   2.280227e+01   1.273417e-01   4.080103e-03   5.083229e-04   2.693352e-02 
    CSRD0025   2.295870e+01   1.213010e-01   5.923832e-03   5.083229e-04   2.705016e-02 
         Q5E   2.317290e+01   1.138455e-01   7.678047e-03   5.083229e-04   2.718041e-02 
         Q5E   2.338710e+01   1.079574e-01   7.968751e-03   5.083229e-04   2.726179e-02 
        DM5Q   2.338710e+01   1.079574e-01   7.968751e-03   5.083229e-04   2.726179e-02 
