Printout for SDDS file facet_noFF.mat

 ElementName        s             R16            T166           R56            T566     
                    m             m/1             m             m/1             m       
----------------------------------------------------------------------------------------
       _BEG_   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00 
           C   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00 
        B1LE   1.063090e+00   1.200675e-02  -1.200521e-02   9.040973e-05  -4.680550e-17 
       CB1LE   1.063090e+00   1.200675e-02  -1.200521e-02   9.040973e-05  -4.680550e-17 
    CSRD0001   4.929030e+00   9.935067e-02  -9.937142e-02   9.040973e-05   9.866891e-04 
    T202040T   4.929030e+00   9.935067e-02  -9.937142e-02   9.040973e-05   9.866891e-04 
    CSRD0002   5.533970e+00   1.130182e-01  -1.130424e-01   9.040973e-05   1.141086e-03 
    P202042T   5.533970e+00   1.130182e-01  -1.130424e-01   9.040973e-05   1.141086e-03 
    CSRD0003   5.873162e+00   1.206816e-01  -1.207078e-01   9.040973e-05   1.227656e-03 
         M1E   5.873162e+00   1.206816e-01  -1.207078e-01   9.040973e-05   1.227656e-03 
    CSRD0004   6.026445e+00   1.241448e-01  -1.241719e-01   9.040973e-05   1.266778e-03 
         Q1E   6.324545e+00   1.269053e-01  -1.229795e-01   9.040973e-05   1.288475e-03 
         Q1E   6.622645e+00   1.216846e-01  -1.061137e-01   9.040973e-05   1.342933e-03 
    CSRD0005   7.761545e+00   8.675290e-02  -1.304405e-02   9.040973e-05   1.878635e-03 
    CN202069   7.761545e+00   8.675290e-02  -1.304405e-02   9.040973e-05   1.878635e-03 
    CSRD0006   8.011545e+00   7.908504e-02   7.385680e-03   9.040973e-05   1.996228e-03 
    CH202072   8.011545e+00   7.908504e-02   7.385680e-03   9.040973e-05   1.996228e-03 
    CSRD0007   8.972445e+00   4.961286e-02   8.590939e-02   9.040973e-05   2.448205e-03 
    CV202082   8.972445e+00   4.961286e-02   8.590939e-02   9.040973e-05   2.448205e-03 
    CSRD0008   9.322445e+00   3.887786e-02   1.145110e-01   9.040973e-05   2.612833e-03 
    CH202085   9.322445e+00   3.887786e-02   1.145110e-01   9.040973e-05   2.612833e-03 
    CSRD0009   9.512445e+00   3.305029e-02   1.300376e-01   9.040973e-05   2.702203e-03 
        YC1E   9.642445e+00   2.906300e-02   1.406611e-01   9.040973e-05   2.763351e-03 
        YC1E   9.772445e+00   2.507571e-02   1.512845e-01   9.040973e-05   2.824499e-03 
    CSRD0010   9.886445e+00   2.157917e-02   1.606005e-01   9.040973e-05   2.878121e-03 
        XC1E   1.001645e+01   1.759188e-02   1.712239e-01   9.040973e-05   2.939269e-03 
        XC1E   1.014645e+01   1.360460e-02   1.818474e-01   9.040973e-05   3.000417e-03 
    CSRD0011   1.041400e+01   5.398456e-03   2.037113e-01   9.040973e-05   3.126264e-03 
         B2E   1.223890e+01  -8.049851e-02   3.827042e-01   1.158808e-03  -4.228043e-03 
       CB2LE   1.223890e+01  -8.049851e-02   3.827042e-01   1.158808e-03  -4.228043e-03 
      MSEP1E   1.223890e+01  -8.049851e-02   3.827042e-01   1.158808e-03  -4.228043e-03 
    CSRD0012   1.243250e+01  -9.278907e-02   4.048854e-01   1.158808e-03  -3.837914e-03 
         Q2E   1.293250e+01  -1.307187e-01   4.938020e-01   1.158808e-03  -2.384935e-03 
         Q2E   1.343250e+01  -1.843037e-01   6.576679e-01   1.158808e-03   5.148683e-04 
    CSRD0013   1.362615e+01  -2.088444e-01   7.386051e-01   1.158808e-03   2.069810e-03 
         S1E   1.375115e+01  -2.246848e-01   7.891091e-01   1.158808e-03   3.073486e-03 
         S1E   1.387615e+01  -2.405252e-01   8.357819e-01   1.158808e-03   4.077161e-03 
    CSRD0014   1.412656e+01  -2.722583e-01   9.250769e-01   1.158808e-03   6.087820e-03 
         M3E   1.412656e+01  -2.722583e-01   9.250769e-01   1.158808e-03   6.087820e-03 
    CSRD0015   1.428375e+01  -2.921769e-01   9.811268e-01   1.158808e-03   7.349897e-03 
         Q3E   1.464085e+01  -3.277496e-01   1.066589e+00   1.158808e-03   9.167252e-03 
         Q3E   1.499795e+01  -3.426732e-01   1.064313e+00   1.158808e-03   9.532356e-03 
    CSRD0016   1.522735e+01  -3.453537e-01   1.034126e+00   1.158808e-03   9.548017e-03 
         Q3E   1.558445e+01  -3.386034e-01   9.441863e-01   1.158808e-03   9.667258e-03 
         Q3E   1.594155e+01  -3.105201e-01   7.735403e-01   1.158808e-03   1.082147e-02 
    CSRD0017   1.618242e+01  -2.847073e-01   6.336919e-01   1.158808e-03   1.220456e-02 
         S2E   1.656342e+01  -2.438783e-01   4.664763e-01   1.158808e-03   1.439224e-02 
         S2E   1.694442e+01  -2.030493e-01   3.869392e-01   1.158808e-03   1.657991e-02 
    CSRD0018   1.716331e+01  -1.795929e-01   3.610689e-01   1.158808e-03   1.783674e-02 
        XC2E   1.729331e+01  -1.656617e-01   3.457041e-01   1.158808e-03   1.858319e-02 
        XC2E   1.742331e+01  -1.517306e-01   3.303394e-01   1.158808e-03   1.932964e-02 
    CSRD0019   1.889790e+01   6.290446e-03   1.560569e-01   1.158808e-03   2.779662e-02 
         S3E   1.902290e+01   1.968579e-02   1.412890e-01   1.158808e-03   2.851436e-02 
         S3E   1.914790e+01   3.308113e-02   1.265607e-01   1.158808e-03   2.923210e-02 
    CSRD0020   1.938760e+01   5.876804e-02   9.839269e-02   1.158808e-03   3.060844e-02 
         Q4E   1.974470e+01   9.487261e-02   5.603066e-02   1.158808e-03   3.243620e-02 
         Q4E   2.010180e+01   1.252404e-01   1.598827e-02   1.158808e-03   3.373273e-02 
    CSRD0021   2.033120e+01   1.424903e-01  -8.041573e-03   1.158808e-03   3.438129e-02 
         Q4E   2.068830e+01   1.647634e-01  -4.027063e-02   1.158808e-03   3.508620e-02 
         Q4E   2.104539e+01   1.770735e-01  -6.015210e-02   1.158808e-03   3.531113e-02 
    CSRD0022   2.127479e+01   1.815879e-01  -6.846322e-02   1.158808e-03   3.535554e-02 
         Q4E   2.163189e+01   1.830542e-01  -7.366722e-02   1.158808e-03   3.537306e-02 
         Q4E   2.198899e+01   1.734514e-01  -6.340378e-02   1.158808e-03   3.551603e-02 
    CSRD0023   2.222869e+01   1.633839e-01  -5.150401e-02   1.158808e-03   3.572745e-02 
         M4E   2.222869e+01   1.633839e-01  -5.150401e-02   1.158808e-03   3.572745e-02 
       D6EA1   2.222869e+01   1.633839e-01  -5.150401e-02   1.158808e-03   3.572745e-02 
         S3E   2.235369e+01   1.581338e-01  -4.406262e-02   1.158808e-03   3.583771e-02 
         S3E   2.247869e+01   1.528838e-01  -3.425513e-02   1.158808e-03   3.594796e-02 
    CSRD0024   2.266627e+01   1.450054e-01  -1.784040e-02   1.158808e-03   3.611341e-02 
        YC2E   2.273427e+01   1.421494e-01  -1.188980e-02   1.158808e-03   3.617338e-02 
        YC2E   2.280227e+01   1.392933e-01  -5.939197e-03   1.158808e-03   3.623336e-02 
    CSRD0025   2.295870e+01   1.327233e-01   7.749635e-03   1.158808e-03   3.637133e-02 
         Q5E   2.317290e+01   1.246546e-01   2.566522e-02   1.158808e-03   3.652396e-02 
         Q5E   2.338710e+01   1.183689e-01   4.216276e-02   1.158808e-03   3.661677e-02 
        DM5Q   2.338710e+01   1.183689e-01   4.216276e-02   1.158808e-03   3.661677e-02 
