Printout for SDDS file facet_noFF.mat

 ElementName        s             R16            T166           R56            T566     
                    m             m/1             m             m/1             m       
----------------------------------------------------------------------------------------
       _BEG_   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00 
           C   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00 
        B1LE   1.063090e+00   1.200675e-02  -1.200521e-02   9.040973e-05  -4.680550e-17 
       CB1LE   1.063090e+00   1.200675e-02  -1.200521e-02   9.040973e-05  -4.680550e-17 
    CSRD0001   4.929030e+00   9.935067e-02  -9.937142e-02   9.040973e-05   9.866891e-04 
    T202040T   4.929030e+00   9.935067e-02  -9.937142e-02   9.040973e-05   9.866891e-04 
    CSRD0002   5.533970e+00   1.130182e-01  -1.130424e-01   9.040973e-05   1.141086e-03 
    P202042T   5.533970e+00   1.130182e-01  -1.130424e-01   9.040973e-05   1.141086e-03 
    CSRD0003   5.873162e+00   1.206816e-01  -1.207078e-01   9.040973e-05   1.227656e-03 
         M1E   5.873162e+00   1.206816e-01  -1.207078e-01   9.040973e-05   1.227656e-03 
    CSRD0004   6.026445e+00   1.241448e-01  -1.241719e-01   9.040973e-05   1.266778e-03 
         Q1E   6.324545e+00   1.272915e-01  -1.237481e-01   9.040973e-05   1.290659e-03 
         Q1E   6.622645e+00   1.232104e-01  -1.091045e-01   9.040973e-05   1.325813e-03 
    CSRD0005   7.761545e+00   9.397755e-02  -2.696854e-02   9.040973e-05   1.700983e-03 
    CN202069   7.761545e+00   9.397755e-02  -2.696854e-02   9.040973e-05   1.700983e-03 
    CSRD0006   8.011545e+00   8.756064e-02  -8.938878e-03   9.040973e-05   1.783337e-03 
    CH202072   8.011545e+00   8.756064e-02  -8.938878e-03   9.040973e-05   1.783337e-03 
    CSRD0007   8.972445e+00   6.289659e-02   6.035995e-02   9.040973e-05   2.099871e-03 
    CV202082   8.972445e+00   6.289659e-02   6.035995e-02   9.040973e-05   2.099871e-03 
    CSRD0008   9.322445e+00   5.391291e-02   8.560148e-02   9.040973e-05   2.215166e-03 
    CH202085   9.322445e+00   5.391291e-02   8.560148e-02   9.040973e-05   2.215166e-03 
    CSRD0009   9.512445e+00   4.903605e-02   9.930403e-02   9.040973e-05   2.277755e-03 
        YC1E   9.642445e+00   4.569926e-02   1.086795e-01   9.040973e-05   2.320578e-03 
        YC1E   9.772445e+00   4.236246e-02   1.180549e-01   9.040973e-05   2.363402e-03 
    CSRD0010   9.886445e+00   3.943635e-02   1.262764e-01   9.040973e-05   2.400955e-03 
        XC1E   1.001645e+01   3.609955e-02   1.356518e-01   9.040973e-05   2.443779e-03 
        XC1E   1.014645e+01   3.276276e-02   1.450273e-01   9.040973e-05   2.486603e-03 
    CSRD0011   1.041400e+01   2.589538e-02   1.643226e-01   9.040973e-05   2.574738e-03 
         B2E   1.223890e+01  -5.087184e-02   3.258357e-01   3.364593e-04  -3.606969e-03 
       CB2LE   1.223890e+01  -5.087184e-02   3.258357e-01   3.364593e-04  -3.606969e-03 
      MSEP1E   1.223890e+01  -5.087184e-02   3.258357e-01   3.364593e-04  -3.606969e-03 
    CSRD0012   1.243250e+01  -6.219366e-02   3.461569e-01   3.364593e-04  -3.275916e-03 
         Q2E   1.293250e+01  -9.573954e-02   4.247572e-01   3.364593e-04  -2.143431e-03 
         Q2E   1.343250e+01  -1.407515e-01   5.658072e-01   3.364593e-04  -1.013067e-04 
    CSRD0013   1.362615e+01  -1.610462e-01   6.350739e-01   3.364593e-04   9.621055e-04 
         S1E   1.375115e+01  -1.741459e-01   6.787894e-01   3.364593e-04   1.648511e-03 
         S1E   1.387615e+01  -1.872455e-01   7.202993e-01   3.364593e-04   2.334916e-03 
    CSRD0014   1.412656e+01  -2.134880e-01   8.010213e-01   3.364593e-04   3.709990e-03 
         M3E   1.412656e+01  -2.134880e-01   8.010213e-01   3.364593e-04   3.709990e-03 
    CSRD0015   1.428375e+01  -2.299603e-01   8.516899e-01   3.364593e-04   4.573114e-03 
         Q3E   1.464085e+01  -2.593418e-01   9.292825e-01   3.364593e-04   5.813339e-03 
         Q3E   1.499795e+01  -2.715203e-01   9.281255e-01   3.364593e-04   6.058076e-03 
    CSRD0016   1.522735e+01  -2.735815e-01   9.015833e-01   3.364593e-04   6.067336e-03 
         Q3E   1.558445e+01  -2.676808e-01   8.217624e-01   3.364593e-04   6.154623e-03 
         Q3E   1.594155e+01  -2.440240e-01   6.697741e-01   3.364593e-04   6.972667e-03 
    CSRD0017   1.618242e+01  -2.223675e-01   5.452211e-01   3.364593e-04   7.946208e-03 
         S2E   1.656342e+01  -1.881127e-01   3.921604e-01   3.364593e-04   9.486092e-03 
         S2E   1.694442e+01  -1.538579e-01   3.092804e-01   3.364593e-04   1.102597e-02 
    CSRD0018   1.716331e+01  -1.341784e-01   2.771788e-01   3.364593e-04   1.191064e-02 
        XC2E   1.729331e+01  -1.224904e-01   2.581132e-01   3.364593e-04   1.243606e-02 
        XC2E   1.742331e+01  -1.108024e-01   2.390476e-01   3.364593e-04   1.296148e-02 
    CSRD0019   1.889790e+01   2.177433e-02   2.278646e-02   3.364593e-04   1.892131e-02 
         S3E   1.902290e+01   3.301278e-02   4.469554e-03   3.364593e-04   1.942652e-02 
         S3E   1.914790e+01   4.425123e-02  -1.379530e-02   3.364593e-04   1.993173e-02 
    CSRD0020   1.938760e+01   6.580208e-02  -4.874595e-02   3.364593e-04   2.090053e-02 
         Q4E   1.974470e+01   9.577656e-02  -9.685042e-02   3.364593e-04   2.216095e-02 
         Q4E   2.010180e+01   1.204154e-01  -1.342488e-01   3.364593e-04   2.301528e-02 
    CSRD0021   2.033120e+01   1.342171e-01  -1.540387e-01   3.364593e-04   2.343047e-02 
         Q4E   2.068830e+01   1.517634e-01  -1.763475e-01   3.364593e-04   2.386910e-02 
         Q4E   2.104539e+01   1.608551e-01  -1.804172e-01   3.364593e-04   2.399387e-02 
    CSRD0022   2.127479e+01   1.638451e-01  -1.769337e-01   3.364593e-04   2.401335e-02 
         Q4E   2.163189e+01   1.638925e-01  -1.620474e-01   3.364593e-04   2.402328e-02 
         Q4E   2.198899e+01   1.548097e-01  -1.290461e-01   3.364593e-04   2.414818e-02 
    CSRD0023   2.222869e+01   1.457340e-01  -1.012578e-01   3.364593e-04   2.431999e-02 
         M4E   2.222869e+01   1.457340e-01  -1.012578e-01   3.364593e-04   2.431999e-02 
       D6EA1   2.222869e+01   1.457340e-01  -1.012578e-01   3.364593e-04   2.431999e-02 
         S3E   2.235369e+01   1.410012e-01  -8.627981e-02   3.364593e-04   2.440959e-02 
         S3E   2.247869e+01   1.362683e-01  -7.037005e-02   3.364593e-04   2.449919e-02 
    CSRD0024   2.266627e+01   1.291661e-01  -4.582743e-02   3.364593e-04   2.463364e-02 
        YC2E   2.273427e+01   1.265915e-01  -3.693034e-02   3.364593e-04   2.468239e-02 
        YC2E   2.280227e+01   1.240168e-01  -2.803324e-02   3.364593e-04   2.473113e-02 
    CSRD0025   2.295870e+01   1.180940e-01  -7.566271e-03   3.364593e-04   2.484325e-02 
         Q5E   2.317290e+01   1.107813e-01   1.967344e-02   3.364593e-04   2.496856e-02 
         Q5E   2.338710e+01   1.049997e-01   4.565214e-02   3.364593e-04   2.504702e-02 
        DM5Q   2.338710e+01   1.049997e-01   4.565214e-02   3.364593e-04   2.504702e-02 
