Printout for SDDS file facet_noFF.mat

 ElementName        s             R16            T166           R56            T566     
                    m             m/1             m             m/1             m       
----------------------------------------------------------------------------------------
       _BEG_   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00 
           C   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00 
        B1LE   1.063090e+00   1.200675e-02  -1.200521e-02   9.040973e-05  -4.680550e-17 
       CB1LE   1.063090e+00   1.200675e-02  -1.200521e-02   9.040973e-05  -4.680550e-17 
    CSRD0001   4.929030e+00   9.935067e-02  -9.937142e-02   9.040973e-05   9.866891e-04 
    T202040T   4.929030e+00   9.935067e-02  -9.937142e-02   9.040973e-05   9.866891e-04 
    CSRD0002   5.533970e+00   1.130182e-01  -1.130424e-01   9.040973e-05   1.141086e-03 
    P202042T   5.533970e+00   1.130182e-01  -1.130424e-01   9.040973e-05   1.141086e-03 
    CSRD0003   5.873162e+00   1.206816e-01  -1.207078e-01   9.040973e-05   1.227656e-03 
         M1E   5.873162e+00   1.206816e-01  -1.207078e-01   9.040973e-05   1.227656e-03 
    CSRD0004   6.026445e+00   1.241448e-01  -1.241719e-01   9.040973e-05   1.266778e-03 
         Q1E   6.324545e+00   1.262763e-01  -1.217285e-01   9.040973e-05   1.286344e-03 
         Q1E   6.622645e+00   1.192095e-01  -1.012760e-01   9.040973e-05   1.381587e-03 
    CSRD0005   7.761545e+00   7.508554e-02   9.323386e-03   9.040973e-05   2.236325e-03 
    CN202069   7.761545e+00   7.508554e-02   9.323386e-03   9.040973e-05   2.236325e-03 
    CSRD0006   8.011545e+00   6.539990e-02   3.360107e-02   9.040973e-05   2.423948e-03 
    CH202072   8.011545e+00   6.539990e-02   3.360107e-02   9.040973e-05   2.423948e-03 
    CSRD0007   8.972445e+00   2.817214e-02   1.269148e-01   9.040973e-05   3.145098e-03 
    CV202082   8.972445e+00   2.817214e-02   1.269148e-01   9.040973e-05   3.145098e-03 
    CSRD0008   9.322445e+00   1.461223e-02   1.609035e-01   9.040973e-05   3.407771e-03 
    CH202085   9.322445e+00   1.461223e-02   1.609035e-01   9.040973e-05   3.407771e-03 
    CSRD0009   9.512445e+00   7.251136e-03   1.793546e-01   9.040973e-05   3.550365e-03 
        YC1E   9.642445e+00   2.214599e-03   1.919790e-01   9.040973e-05   3.647930e-03 
        YC1E   9.772445e+00  -2.821938e-03   2.046034e-01   9.040973e-05   3.745494e-03 
    CSRD0010   9.886445e+00  -7.238594e-03   2.156740e-01   9.040973e-05   3.831050e-03 
        XC1E   1.001645e+01  -1.227513e-02   2.282984e-01   9.040973e-05   3.928614e-03 
        XC1E   1.014645e+01  -1.731167e-02   2.409228e-01   9.040973e-05   4.026179e-03 
    CSRD0011   1.041400e+01  -2.767725e-02   2.669048e-01   9.040973e-05   4.226973e-03 
         B2E   1.223890e+01  -1.283006e-01   4.739065e-01   2.485724e-03  -4.908257e-03 
       CB2LE   1.223890e+01  -1.283006e-01   4.739065e-01   2.485724e-03  -4.908257e-03 
      MSEP1E   1.223890e+01  -1.283006e-01   4.739065e-01   2.485724e-03  -4.908257e-03 
    CSRD0012   1.243250e+01  -1.421538e-01   4.990702e-01   2.485724e-03  -4.412623e-03 
         Q2E   1.293250e+01  -1.871553e-01   6.045484e-01   2.485724e-03  -2.356419e-03 
         Q2E   1.343250e+01  -2.545712e-01   8.050652e-01   2.485724e-03   2.244409e-03 
    CSRD0013   1.362615e+01  -2.859623e-01   9.047522e-01   2.485724e-03   4.788618e-03 
         S1E   1.375115e+01  -3.062245e-01   9.656337e-01   2.485724e-03   6.430841e-03 
         S1E   1.387615e+01  -3.264866e-01   1.018930e+00   2.485724e-03   8.073063e-03 
    CSRD0014   1.412656e+01  -3.670778e-01   1.117418e+00   2.485724e-03   1.136292e-02 
         M3E   1.412656e+01  -3.670778e-01   1.117418e+00   2.485724e-03   1.136292e-02 
    CSRD0015   1.428375e+01  -3.925566e-01   1.179238e+00   2.485724e-03   1.342794e-02 
         Q3E   1.464085e+01  -4.381015e-01   1.270673e+00   2.485724e-03   1.640626e-02 
         Q3E   1.499795e+01  -4.573957e-01   1.259852e+00   2.485724e-03   1.701336e-02 
    CSRD0016   1.522735e+01  -4.610236e-01   1.219527e+00   2.485724e-03   1.704205e-02 
         Q3E   1.558445e+01  -4.528023e-01   1.107047e+00   2.485724e-03   1.722610e-02 
         Q3E   1.594155e+01  -4.174496e-01   9.012390e-01   2.485724e-03   1.905715e-02 
    CSRD0017   1.618242e+01  -3.848407e-01   7.338076e-01   2.485724e-03   2.126440e-02 
         S2E   1.656342e+01  -3.332620e-01   5.319896e-01   2.485724e-03   2.475568e-02 
         S2E   1.694442e+01  -2.816834e-01   4.340274e-01   2.485724e-03   2.824696e-02 
    CSRD0018   1.716331e+01  -2.520513e-01   4.016860e-01   2.485724e-03   3.025271e-02 
        XC2E   1.729331e+01  -2.344523e-01   3.824779e-01   2.485724e-03   3.144396e-02 
        XC2E   1.742331e+01  -2.168533e-01   3.632697e-01   2.485724e-03   3.263521e-02 
    CSRD0019   1.889790e+01  -1.722789e-02   1.453922e-01   2.485724e-03   4.614755e-02 
         S3E   1.902290e+01  -3.057727e-04   1.269356e-01   2.485724e-03   4.729299e-02 
         S3E   1.914790e+01   1.661635e-02   1.084872e-01   2.485724e-03   4.843842e-02 
    CSRD0020   1.938760e+01   4.906621e-02   7.313264e-02   2.485724e-03   5.063490e-02 
         Q4E   1.974470e+01   9.520970e-02   2.077751e-02   2.485724e-03   5.361902e-02 
         Q4E   2.010180e+01   1.349308e-01  -2.659311e-02   2.485724e-03   5.583538e-02 
    CSRD0021   2.033120e+01   1.577815e-01  -5.410739e-02   2.485724e-03   5.697347e-02 
         Q4E   2.068830e+01   1.876301e-01  -8.893954e-02   2.485724e-03   5.823717e-02 
         Q4E   2.104539e+01   2.048220e-01  -1.051872e-01   2.485724e-03   5.867197e-02 
    CSRD0022   2.127479e+01   2.115036e-01  -1.090516e-01   2.485724e-03   5.876928e-02 
         Q4E   2.163189e+01   2.146538e-01  -1.041112e-01   2.485724e-03   5.880788e-02 
         Q4E   2.198899e+01   2.033245e-01  -7.775047e-02   2.485724e-03   5.901138e-02 
    CSRD0023   2.222869e+01   1.909775e-01  -5.330462e-02   2.485724e-03   5.932937e-02 
         M4E   2.222869e+01   1.909775e-01  -5.330462e-02   2.485724e-03   5.932937e-02 
       D6EA1   2.222869e+01   1.909775e-01  -5.330462e-02   2.485724e-03   5.932937e-02 
         S3E   2.235369e+01   1.845388e-01  -3.752604e-02   2.485724e-03   5.949520e-02 
         S3E   2.247869e+01   1.781000e-01  -1.595819e-02   2.485724e-03   5.966103e-02 
    CSRD0024   2.266627e+01   1.684379e-01   2.055052e-02   2.485724e-03   5.990988e-02 
        YC2E   2.273427e+01   1.649352e-01   3.378550e-02   2.485724e-03   6.000009e-02 
        YC2E   2.280227e+01   1.614325e-01   4.702049e-02   2.485724e-03   6.009031e-02 
    CSRD0025   2.295870e+01   1.533749e-01   7.746640e-02   2.485724e-03   6.029783e-02 
         Q5E   2.317290e+01   1.436653e-01   1.186387e-01   2.485724e-03   6.051923e-02 
         Q5E   2.338710e+01   1.364967e-01   1.593646e-01   2.485724e-03   6.064037e-02 
        DM5Q   2.338710e+01   1.364967e-01   1.593646e-01   2.485724e-03   6.064037e-02 
