Printout for SDDS file facet_noFF.mat

 ElementName        s             R16            T166           R56            T566     
                    m             m/1             m             m/1             m       
----------------------------------------------------------------------------------------
       _BEG_   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00 
           C   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00 
        B1LE   1.063090e+00   1.200675e-02  -1.200521e-02   9.040973e-05  -4.680550e-17 
       CB1LE   1.063090e+00   1.200675e-02  -1.200521e-02   9.040973e-05  -4.680550e-17 
    CSRD0001   4.929030e+00   9.935067e-02  -9.937142e-02   9.040973e-05   9.866891e-04 
    T202040T   4.929030e+00   9.935067e-02  -9.937142e-02   9.040973e-05   9.866891e-04 
    CSRD0002   5.533970e+00   1.130182e-01  -1.130424e-01   9.040973e-05   1.141086e-03 
    P202042T   5.533970e+00   1.130182e-01  -1.130424e-01   9.040973e-05   1.141086e-03 
    CSRD0003   5.873162e+00   1.206816e-01  -1.207078e-01   9.040973e-05   1.227656e-03 
         M1E   5.873162e+00   1.206816e-01  -1.207078e-01   9.040973e-05   1.227656e-03 
    CSRD0004   6.026445e+00   1.241448e-01  -1.241719e-01   9.040973e-05   1.266778e-03 
         Q1E   6.324545e+00   1.264883e-01  -1.221500e-01   9.040973e-05   1.286865e-03 
         Q1E   6.622645e+00   1.200423e-01  -1.029018e-01   9.040973e-05   1.367081e-03 
    CSRD0005   7.761545e+00   7.900390e-02   1.828190e-03   9.040973e-05   2.106455e-03 
    CN202069   7.761545e+00   7.900390e-02   1.828190e-03   9.040973e-05   2.106455e-03 
    CSRD0006   8.011545e+00   6.999557e-02   2.481748e-02   9.040973e-05   2.268755e-03 
    CH202072   8.011545e+00   6.999557e-02   2.481748e-02   9.040973e-05   2.268755e-03 
    CSRD0007   8.972445e+00   3.537115e-02   1.131791e-01   9.040973e-05   2.892571e-03 
    CV202082   8.972445e+00   3.537115e-02   1.131791e-01   9.040973e-05   2.892571e-03 
    CSRD0008   9.322445e+00   2.275949e-02   1.453641e-01   9.040973e-05   3.119791e-03 
    CH202085   9.322445e+00   2.275949e-02   1.453641e-01   9.040973e-05   3.119791e-03 
    CSRD0009   9.512445e+00   1.591316e-02   1.628360e-01   9.040973e-05   3.243139e-03 
        YC1E   9.642445e+00   1.122883e-02   1.747904e-01   9.040973e-05   3.327535e-03 
        YC1E   9.772445e+00   6.544497e-03   1.867448e-01   9.040973e-05   3.411931e-03 
    CSRD0010   9.886445e+00   2.436698e-03   1.972279e-01   9.040973e-05   3.485940e-03 
        XC1E   1.001645e+01  -2.247633e-03   2.091824e-01   9.040973e-05   3.570336e-03 
        XC1E   1.014645e+01  -6.931965e-03   2.211368e-01   9.040973e-05   3.654732e-03 
    CSRD0011   1.041400e+01  -1.657268e-02   2.457399e-01   9.040973e-05   3.828426e-03 
         B2E   1.223890e+01  -1.122528e-01   4.433658e-01   2.040250e-03  -4.724231e-03 
       CB2LE   1.223890e+01  -1.122528e-01   4.433658e-01   2.040250e-03  -4.724231e-03 
      MSEP1E   1.223890e+01  -1.122528e-01   4.433658e-01   2.040250e-03  -4.724231e-03 
    CSRD0012   1.243250e+01  -1.255814e-01   4.675309e-01   2.040250e-03  -4.265418e-03 
         Q2E   1.293250e+01  -1.682090e-01   5.674607e-01   2.040250e-03  -2.423578e-03 
         Q2E   1.343250e+01  -2.309818e-01   7.556959e-01   2.040250e-03   1.562531e-03 
    CSRD0013   1.362615e+01  -2.600733e-01   8.490995e-01   2.040250e-03   3.747622e-03 
         S1E   1.375115e+01  -2.788510e-01   9.065807e-01   2.040250e-03   5.158043e-03 
         S1E   1.387615e+01  -2.976288e-01   9.579015e-01   2.040250e-03   6.568463e-03 
    CSRD0014   1.412656e+01  -3.352463e-01   1.053979e+00   2.040250e-03   9.393953e-03 
         M3E   1.412656e+01  -3.352463e-01   1.053979e+00   2.040250e-03   9.393953e-03 
    CSRD0015   1.428375e+01  -3.588585e-01   1.114286e+00   2.040250e-03   1.116750e-02 
         Q3E   1.464085e+01  -4.010527e-01   1.204650e+00   2.040250e-03   1.372393e-02 
         Q3E   1.499795e+01  -4.188708e-01   1.197543e+00   2.040250e-03   1.424255e-02 
    CSRD0016   1.522735e+01  -4.221732e-01   1.161127e+00   2.040250e-03   1.426633e-02 
         Q3E   1.558445e+01  -4.144320e-01   1.056911e+00   2.040250e-03   1.442737e-02 
         Q3E   1.594155e+01  -3.815016e-01   8.633958e-01   2.040250e-03   1.601555e-02 
    CSRD0017   1.618242e+01  -3.511607e-01   7.054742e-01   2.040250e-03   1.792645e-02 
         S2E   1.656342e+01  -3.031694e-01   5.161018e-01   2.040250e-03   2.094897e-02 
         S2E   1.694442e+01  -2.551781e-01   4.258957e-01   2.040250e-03   2.397150e-02 
    CSRD0018   1.716331e+01  -2.276069e-01   3.968073e-01   2.040250e-03   2.570795e-02 
        XC2E   1.729331e+01  -2.112319e-01   3.795313e-01   2.040250e-03   2.673926e-02 
        XC2E   1.742331e+01  -1.948569e-01   3.622552e-01   2.040250e-03   2.777057e-02 
    CSRD0019   1.889790e+01  -9.115549e-03   1.662929e-01   2.040250e-03   3.946869e-02 
         S3E   1.902290e+01   6.629630e-03   1.496833e-01   2.040250e-03   4.046034e-02 
         S3E   1.914790e+01   2.237481e-02   1.330862e-01   2.040250e-03   4.145198e-02 
    CSRD0020   1.938760e+01   5.256776e-02   1.013021e-01   2.040250e-03   4.335355e-02 
         Q4E   1.974470e+01   9.534599e-02   5.335690e-02   2.040250e-03   4.591862e-02 
         Q4E   2.010180e+01   1.319104e-01   8.114233e-03   2.040250e-03   4.779715e-02 
    CSRD0021   2.033120e+01   1.528661e-01  -1.889458e-02   2.040250e-03   4.875430e-02 
         Q4E   2.068830e+01   1.801509e-01  -5.455706e-02   2.040250e-03   4.981075e-02 
         Q4E   2.104539e+01   1.956950e-01  -7.498751e-02   2.040250e-03   5.016699e-02 
    CSRD0022   2.127479e+01   2.016488e-01  -8.261582e-02   2.040250e-03   5.024425e-02 
         Q4E   2.163189e+01   2.042452e-01  -8.503372e-02   2.040250e-03   5.027460e-02 
         Q4E   2.198899e+01   1.935307e-01  -6.867171e-02   2.040250e-03   5.045542e-02 
    CSRD0023   2.222869e+01   1.819799e-01  -5.166646e-02   2.040250e-03   5.073373e-02 
         M4E   2.222869e+01   1.819799e-01  -5.166646e-02   2.040250e-03   5.073373e-02 
       D6EA1   2.222869e+01   1.819799e-01  -5.166646e-02   2.040250e-03   5.073373e-02 
         S3E   2.235369e+01   1.759563e-01  -4.045252e-02   2.040250e-03   5.087886e-02 
         S3E   2.247869e+01   1.699327e-01  -2.475312e-02   2.040250e-03   5.102400e-02 
    CSRD0024   2.266627e+01   1.608936e-01   2.018985e-03   2.040250e-03   5.124179e-02 
        YC2E   2.273427e+01   1.576167e-01   1.172430e-02   2.040250e-03   5.132074e-02 
        YC2E   2.280227e+01   1.543399e-01   2.142961e-02   2.040250e-03   5.139970e-02 
    CSRD0025   2.295870e+01   1.468018e-01   4.375583e-02   2.040250e-03   5.158132e-02 
         Q5E   2.317290e+01   1.376605e-01   7.358948e-02   2.040250e-03   5.177744e-02 
         Q5E   2.338710e+01   1.307866e-01   1.023647e-01   2.040250e-03   5.188868e-02 
        DM5Q   2.338710e+01   1.307866e-01   1.023647e-01   2.040250e-03   5.188868e-02 
