Printout for SDDS file facet_noFF.mat

 ElementName        s             R16            T166           R56            T566     
                    m             m/1             m             m/1             m       
----------------------------------------------------------------------------------------
       _BEG_   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00 
           C   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00 
        B1LE   1.063090e+00   1.200675e-02  -1.200521e-02   9.040973e-05  -4.680550e-17 
       CB1LE   1.063090e+00   1.200675e-02  -1.200521e-02   9.040973e-05  -4.680550e-17 
    CSRD0001   4.929030e+00   9.935067e-02  -9.937142e-02   9.040973e-05   9.866891e-04 
    T202040T   4.929030e+00   9.935067e-02  -9.937142e-02   9.040973e-05   9.866891e-04 
    CSRD0002   5.533970e+00   1.130182e-01  -1.130424e-01   9.040973e-05   1.141086e-03 
    P202042T   5.533970e+00   1.130182e-01  -1.130424e-01   9.040973e-05   1.141086e-03 
    CSRD0003   5.873162e+00   1.206816e-01  -1.207078e-01   9.040973e-05   1.227656e-03 
         M1E   5.873162e+00   1.206816e-01  -1.207078e-01   9.040973e-05   1.227656e-03 
    CSRD0004   6.026445e+00   1.241448e-01  -1.241719e-01   9.040973e-05   1.266778e-03 
         Q1E   6.324545e+00   1.263823e-01  -1.219393e-01   9.040973e-05   1.286579e-03 
         Q1E   6.622645e+00   1.196258e-01  -1.020885e-01   9.040973e-05   1.374146e-03 
    CSRD0005   7.761545e+00   7.704333e-02   5.580571e-03   9.040973e-05   2.170205e-03 
    CN202069   7.761545e+00   7.704333e-02   5.580571e-03   9.040973e-05   2.170205e-03 
    CSRD0006   8.011545e+00   6.769606e-02   2.921501e-02   9.040973e-05   2.344948e-03 
    CH202072   8.011545e+00   6.769606e-02   2.921501e-02   9.040973e-05   2.344948e-03 
    CSRD0007   8.972445e+00   3.176888e-02   1.200564e-01   9.040973e-05   3.016590e-03 
    CV202082   8.972445e+00   3.176888e-02   1.200564e-01   9.040973e-05   3.016590e-03 
    CSRD0008   9.322445e+00   1.868270e-02   1.531446e-01   9.040973e-05   3.261230e-03 
    CH202085   9.322445e+00   1.868270e-02   1.531446e-01   9.040973e-05   3.261230e-03 
    CSRD0009   9.512445e+00   1.157877e-02   1.711067e-01   9.040973e-05   3.394035e-03 
        YC1E   9.642445e+00   6.718192e-03   1.833967e-01   9.040973e-05   3.484901e-03 
        YC1E   9.772445e+00   1.857611e-03   1.956866e-01   9.040973e-05   3.575768e-03 
    CSRD0010   9.886445e+00  -2.404746e-03   2.064639e-01   9.040973e-05   3.655451e-03 
        XC1E   1.001645e+01  -7.265327e-03   2.187538e-01   9.040973e-05   3.746317e-03 
        XC1E   1.014645e+01  -1.212591e-02   2.310437e-01   9.040973e-05   3.837183e-03 
    CSRD0011   1.041400e+01  -2.212936e-02   2.563373e-01   9.040973e-05   4.024193e-03 
         B2E   1.223890e+01  -1.202832e-01   4.586583e-01   2.263165e-03  -4.821920e-03 
       CB2LE   1.223890e+01  -1.202832e-01   4.586583e-01   2.263165e-03  -4.821920e-03 
      MSEP1E   1.223890e+01  -1.202832e-01   4.586583e-01   2.263165e-03  -4.821920e-03 
    CSRD0012   1.243250e+01  -1.338743e-01   4.833234e-01   2.263165e-03  -4.344859e-03 
         Q2E   1.293250e+01  -1.776898e-01   5.860312e-01   2.263165e-03  -2.397248e-03 
         Q2E   1.343250e+01  -2.427860e-01   7.804149e-01   2.263165e-03   1.890952e-03 
    CSRD0013   1.362615e+01  -2.730283e-01   8.769642e-01   2.263165e-03   4.252335e-03 
         S1E   1.375115e+01  -2.925489e-01   9.363533e-01   2.263165e-03   5.776548e-03 
         S1E   1.387615e+01  -3.120694e-01   9.893188e-01   2.263165e-03   7.300761e-03 
    CSRD0014   1.412656e+01  -3.511749e-01   1.088409e+00   2.263165e-03   1.035421e-02 
         M3E   1.412656e+01  -3.511749e-01   1.088409e+00   2.263165e-03   1.035421e-02 
    CSRD0015   1.428375e+01  -3.757212e-01   1.150606e+00   2.263165e-03   1.227084e-02 
         Q3E   1.464085e+01  -4.196119e-01   1.244025e+00   2.263165e-03   1.503657e-02 
         Q3E   1.499795e+01  -4.382294e-01   1.237370e+00   2.263165e-03   1.560151e-02 
    CSRD0016   1.522735e+01  -4.417468e-01   1.200386e+00   2.263165e-03   1.562847e-02 
         Q3E   1.558445e+01  -4.338640e-01   1.093952e+00   2.263165e-03   1.579843e-02 
         Q3E   1.594155e+01  -3.998496e-01   8.956301e-01   2.263165e-03   1.749361e-02 
    CSRD0017   1.618242e+01  -3.684680e-01   7.336372e-01   2.263165e-03   1.953784e-02 
         S2E   1.656342e+01  -3.188305e-01   5.346860e-01   2.263165e-03   2.277128e-02 
         S2E   1.694442e+01  -2.691930e-01   4.300364e-01   2.263165e-03   2.600472e-02 
    CSRD0018   1.716331e+01  -2.406761e-01   3.916207e-01   2.263165e-03   2.786234e-02 
        XC2E   1.729331e+01  -2.237394e-01   3.688050e-01   2.263165e-03   2.896561e-02 
        XC2E   1.742331e+01  -2.068027e-01   3.459893e-01   2.263165e-03   3.006888e-02 
    CSRD0019   1.889790e+01  -1.469023e-02   8.719057e-02   2.263165e-03   4.258329e-02 
         S3E   1.902290e+01   1.595031e-03   6.525655e-02   2.263165e-03   4.364413e-02 
         S3E   1.914790e+01   1.788029e-02   4.332641e-02   2.263165e-03   4.470497e-02 
    CSRD0020   1.938760e+01   4.910890e-02   1.286734e-03   2.263165e-03   4.673923e-02 
         Q4E   1.974470e+01   9.349021e-02  -5.856072e-02   2.263165e-03   4.949983e-02 
         Q4E   2.010180e+01   1.316753e-01  -1.083652e-01   2.263165e-03   5.154809e-02 
    CSRD0021   2.033120e+01   1.536455e-01  -1.358114e-01   2.263165e-03   5.260015e-02 
         Q4E   2.068830e+01   1.823756e-01  -1.681219e-01   2.263165e-03   5.377071e-02 
         Q4E   2.104539e+01   1.990185e-01  -1.772699e-01   2.263165e-03   5.417764e-02 
    CSRD0022   2.127479e+01   2.055454e-01  -1.752090e-01   2.263165e-03   5.427050e-02 
         Q4E   2.163189e+01   2.087818e-01  -1.593445e-01   2.263165e-03   5.430770e-02 
         Q4E   2.198899e+01   1.981809e-01  -1.191589e-01   2.263165e-03   5.448680e-02 
    CSRD0023   2.222869e+01   1.865278e-01  -8.463963e-02   2.263165e-03   5.477006e-02 
         M4E   2.222869e+01   1.865278e-01  -8.463963e-02   2.263165e-03   5.477006e-02 
       D6EA1   2.222869e+01   1.865278e-01  -8.463963e-02   2.263165e-03   5.477006e-02 
         S3E   2.235369e+01   1.804510e-01  -6.522212e-02   2.263165e-03   5.491777e-02 
         S3E   2.247869e+01   1.743741e-01  -4.309478e-02   2.263165e-03   5.506549e-02 
    CSRD0024   2.266627e+01   1.652550e-01  -7.947268e-03   2.263165e-03   5.528715e-02 
        YC2E   2.273427e+01   1.619491e-01   4.794262e-03   2.263165e-03   5.536751e-02 
        YC2E   2.280227e+01   1.586433e-01   1.753579e-02   2.263165e-03   5.544786e-02 
    CSRD0025   2.295870e+01   1.510385e-01   4.684656e-02   2.263165e-03   5.563271e-02 
         Q5E   2.317290e+01   1.417125e-01   8.633740e-02   2.263165e-03   5.583664e-02 
         Q5E   2.338710e+01   1.344749e-01   1.250096e-01   2.263165e-03   5.595971e-02 
        DM5Q   2.338710e+01   1.344749e-01   1.250096e-01   2.263165e-03   5.595971e-02 
