Printout for SDDS file facet_noFF.mat

 ElementName        s             R16            T166           R56            T566     
                    m             m/1             m             m/1             m       
----------------------------------------------------------------------------------------
       _BEG_   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00 
           C   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00 
        B1LE   1.063090e+00   1.200675e-02  -1.200521e-02   9.040973e-05  -4.680550e-17 
       CB1LE   1.063090e+00   1.200675e-02  -1.200521e-02   9.040973e-05  -4.680550e-17 
    CSRD0001   4.929030e+00   9.935067e-02  -9.937142e-02   9.040973e-05   9.866891e-04 
    T202040T   4.929030e+00   9.935067e-02  -9.937142e-02   9.040973e-05   9.866891e-04 
    CSRD0002   5.533970e+00   1.130182e-01  -1.130424e-01   9.040973e-05   1.141086e-03 
    P202042T   5.533970e+00   1.130182e-01  -1.130424e-01   9.040973e-05   1.141086e-03 
    CSRD0003   5.873162e+00   1.206816e-01  -1.207078e-01   9.040973e-05   1.227656e-03 
         M1E   5.873162e+00   1.206816e-01  -1.207078e-01   9.040973e-05   1.227656e-03 
    CSRD0004   6.026445e+00   1.241448e-01  -1.241719e-01   9.040973e-05   1.266778e-03 
         Q1E   6.324545e+00   1.266980e-01  -1.225672e-01   9.040973e-05   1.287578e-03 
         Q1E   6.622645e+00   1.208677e-01  -1.045152e-01   9.040973e-05   1.354204e-03 
    CSRD0005   7.761545e+00   8.289499e-02  -5.631575e-03   9.040973e-05   1.987238e-03 
    CN202069   7.761545e+00   8.289499e-02  -5.631575e-03   9.040973e-05   1.987238e-03 
    CSRD0006   8.011545e+00   7.455960e-02   1.607437e-02   9.040973e-05   2.126196e-03 
    CH202072   8.011545e+00   7.455960e-02   1.607437e-02   9.040973e-05   2.126196e-03 
    CSRD0007   8.972445e+00   4.252170e-02   9.950334e-02   9.040973e-05   2.660292e-03 
    CV202082   8.972445e+00   4.252170e-02   9.950334e-02   9.040973e-05   2.660292e-03 
    CSRD0008   9.322445e+00   3.085215e-02   1.298917e-01   9.040973e-05   2.854833e-03 
    CH202085   9.322445e+00   3.085215e-02   1.298917e-01   9.040973e-05   2.854833e-03 
    CSRD0009   9.512445e+00   2.451726e-02   1.463882e-01   9.040973e-05   2.960440e-03 
        YC1E   9.642445e+00   2.018286e-02   1.576753e-01   9.040973e-05   3.032698e-03 
        YC1E   9.772445e+00   1.584845e-02   1.689624e-01   9.040973e-05   3.104956e-03 
    CSRD0010   9.886445e+00   1.204752e-02   1.788603e-01   9.040973e-05   3.168321e-03 
        XC1E   1.001645e+01   7.713115e-03   1.901474e-01   9.040973e-05   3.240579e-03 
        XC1E   1.014645e+01   3.378713e-03   2.014345e-01   9.040973e-05   3.312836e-03 
    CSRD0011   1.041400e+01  -5.541821e-03   2.246642e-01   9.040973e-05   3.461549e-03 
         B2E   1.223890e+01  -9.631062e-02   4.129487e-01   1.597719e-03  -4.497046e-03 
       CB2LE   1.223890e+01  -9.631062e-02   4.129487e-01   1.597719e-03  -4.497046e-03 
      MSEP1E   1.223890e+01  -9.631062e-02   4.129487e-01   1.597719e-03  -4.497046e-03 
    CSRD0012   1.243250e+01  -1.091181e-01   4.361191e-01   1.597719e-03  -4.073410e-03 
         Q2E   1.293250e+01  -1.493872e-01   5.305254e-01   1.597719e-03  -2.432661e-03 
         Q2E   1.343250e+01  -2.075474e-01   7.065372e-01   1.597719e-03   9.864710e-04 
    CSRD0013   1.362615e+01  -2.343542e-01   7.936876e-01   1.597719e-03   2.841836e-03 
         S1E   1.375115e+01  -2.516573e-01   8.477061e-01   1.597719e-03   4.039427e-03 
         S1E   1.387615e+01  -2.689604e-01   8.968127e-01   1.597719e-03   5.237017e-03 
    CSRD0014   1.412656e+01  -3.036236e-01   9.898095e-01   1.597719e-03   7.636146e-03 
         M3E   1.412656e+01  -3.036236e-01   9.898095e-01   1.597719e-03   7.636146e-03 
    CSRD0015   1.428375e+01  -3.253815e-01   1.048183e+00   1.597719e-03   9.142063e-03 
         Q3E   1.464085e+01  -3.642518e-01   1.136546e+00   1.597719e-03   1.131176e-02 
         Q3E   1.499795e+01  -3.806183e-01   1.132305e+00   1.597719e-03   1.175001e-02 
    CSRD0016   1.522735e+01  -3.836099e-01   1.099287e+00   1.597719e-03   1.176952e-02 
         Q3E   1.558445e+01  -3.763689e-01   1.002626e+00   1.597719e-03   1.190872e-02 
         Q3E   1.594155e+01  -3.458755e-01   8.208896e-01   1.597719e-03   1.327009e-02 
    CSRD0017   1.618242e+01  -3.178103e-01   6.722058e-01   1.597719e-03   1.490508e-02 
         S2E   1.656342e+01  -2.734186e-01   4.946236e-01   1.597719e-03   1.749120e-02 
         S2E   1.694442e+01  -2.290270e-01   4.111309e-01   1.597719e-03   2.007732e-02 
    CSRD0018   1.716331e+01  -2.035238e-01   3.846027e-01   1.597719e-03   2.156305e-02 
        XC2E   1.729331e+01  -1.883770e-01   3.688471e-01   1.597719e-03   2.244545e-02 
        XC2E   1.742331e+01  -1.732302e-01   3.530916e-01   1.597719e-03   2.332785e-02 
    CSRD0019   1.889790e+01  -1.420600e-03   1.743764e-01   1.597719e-03   3.333693e-02 
         S3E   1.902290e+01   1.314360e-02   1.592282e-01   1.597719e-03   3.418540e-02 
         S3E   1.914790e+01   2.770780e-02   1.441050e-01   1.597719e-03   3.503386e-02 
    CSRD0020   1.938760e+01   5.563610e-02   1.151659e-01   1.597719e-03   3.666087e-02 
         Q4E   1.974470e+01   9.505773e-02   7.106105e-02   1.597719e-03   3.883952e-02 
         Q4E   2.010180e+01   1.285043e-01   2.843302e-02   1.597719e-03   4.041175e-02 
    CSRD0021   2.033120e+01   1.475962e-01   2.584470e-03   1.597719e-03   4.120622e-02 
         Q4E   2.068830e+01   1.723653e-01  -3.238667e-02   1.597719e-03   4.207731e-02 
         Q4E   2.104539e+01   1.863000e-01  -5.454477e-02   1.597719e-03   4.236437e-02 
    CSRD0022   2.127479e+01   1.915454e-01  -6.409143e-02   1.597719e-03   4.242434e-02 
         Q4E   2.163189e+01   1.936049e-01  -7.070839e-02   1.597719e-03   4.244777e-02 
         Q4E   2.198899e+01   1.834949e-01  -6.077549e-02   1.597719e-03   4.260766e-02 
    CSRD0023   2.222869e+01   1.727246e-01  -4.873626e-02   1.597719e-03   4.284963e-02 
         M4E   2.222869e+01   1.727246e-01  -4.873626e-02   1.597719e-03   4.284963e-02 
       D6EA1   2.222869e+01   1.727246e-01  -4.873626e-02   1.597719e-03   4.284963e-02 
         S3E   2.235369e+01   1.671080e-01  -4.071042e-02   1.597719e-03   4.297581e-02 
         S3E   2.247869e+01   1.614915e-01  -2.934057e-02   1.597719e-03   4.310200e-02 
    CSRD0024   2.266627e+01   1.530631e-01  -9.881107e-03   1.597719e-03   4.329135e-02 
        YC2E   2.273427e+01   1.500077e-01  -2.826745e-03   1.597719e-03   4.335999e-02 
        YC2E   2.280227e+01   1.469523e-01   4.227618e-03   1.597719e-03   4.342864e-02 
    CSRD0025   2.295870e+01   1.399236e-01   2.045556e-02   1.597719e-03   4.358655e-02 
         Q5E   2.317290e+01   1.313427e-01   4.184448e-02   1.597719e-03   4.375925e-02 
         Q5E   2.338710e+01   1.247671e-01   6.186446e-02   1.597719e-03   4.386092e-02 
        DM5Q   2.338710e+01   1.247671e-01   6.186446e-02   1.597719e-03   4.386092e-02 
